True,Country,Source,Variable,Year,Unit,Value
29,Australia,Total freshwater,Irrigation,2012,Cubic metres,2909.0
30,Australia,Total freshwater,Irrigation,2013,Cubic metres,3515.0
31,Australia,Total freshwater,Irrigation,2014,Cubic metres,3995.0
32,Australia,Total freshwater,Irrigation,2015,Cubic metres,3462.0
33,Australia,Total freshwater,Irrigation,2016,Cubic metres,3794.677
34,Australia,Total freshwater,Manufacturing industry,2009,Cubic metres,338.0
35,Australia,Total freshwater,Manufacturing industry,2010,Cubic metres,322.0
36,Australia,Total freshwater,Manufacturing industry,2011,Cubic metres,346.0
37,Australia,Total freshwater,Manufacturing industry,2012,Cubic metres,266.0
38,Australia,Total freshwater,Manufacturing industry,2013,Cubic metres,275.0
39,Australia,Total freshwater,Manufacturing industry,2014,Cubic metres,280.0
40,Australia,Total freshwater,Manufacturing industry,2015,Cubic metres,272.0
41,Australia,Total freshwater,Manufacturing industry,2016,Cubic metres,281.54200000000003
42,Australia,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,672.2008
43,Australia,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,625.7667
44,Australia,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,609.525
45,Australia,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,716.4625
46,Australia,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,869.6487
47,Australia,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,824.8892
48,Australia,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,765.6445
49,Australia,Total freshwater,Gross abstractions per capita,2016,Cubic metres per capita,696.9172
50,Austria,Total freshwater,Public water supply,2008,Cubic metres,608.0
51,Austria,Total freshwater,Public water supply,2010,Cubic metres,685.0
52,Austria,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,77.0
53,Austria,Total freshwater,Irrigation,2010,Cubic metres,18.0
54,Austria,Total freshwater,Manufacturing industry,2008,Cubic metres,1657.0
55,Belgium,Total freshwater,Total gross abstraction,2008,Cubic metres,6136.04
56,Belgium,Total freshwater,Total gross abstraction,2009,Cubic metres,6005.4
57,Belgium,Total freshwater,Total gross abstraction,2010,Cubic metres,5988.3798799999995
58,Belgium,Total freshwater,Total gross abstraction,2011,Cubic metres,5296.6001
59,Belgium,Total freshwater,Total gross abstraction,2012,Cubic metres,5300.56006
60,Belgium,Total freshwater,Total gross abstraction,2013,Cubic metres,4829.04004
61,Belgium,Total freshwater,Public water supply,2008,Cubic metres,706.3
62,Belgium,Total freshwater,Public water supply,2009,Cubic metres,712.52
63,Belgium,Total freshwater,Public water supply,2010,Cubic metres,743.0499900000001
64,Belgium,Total freshwater,Public water supply,2011,Cubic metres,735.28998
65,Belgium,Total freshwater,Public water supply,2012,Cubic metres,724.85999
66,Belgium,Total freshwater,Public water supply,2013,Cubic metres,733.62
67,Belgium,Total freshwater,Public water supply,2014,Cubic metres,720.7999900000001
68,Belgium,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,39.062529999999995
69,Belgium,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,40.16276
70,Belgium,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,37.48
71,Belgium,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,36.98
72,Belgium,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,33.12
73,Belgium,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,35.87
74,Belgium,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,37.25
75,Belgium,Total freshwater,Manufacturing industry,2008,Cubic metres,1217.57798
76,Belgium,Total freshwater,Manufacturing industry,2009,Cubic metres,1089.3560300000001
77,Belgium,Total freshwater,Manufacturing industry,2010,Cubic metres,1231.85999
78,Belgium,Total freshwater,Manufacturing industry,2011,Cubic metres,1123.45996
79,Belgium,Total freshwater,Manufacturing industry,2012,Cubic metres,1121.18005
80,Belgium,Total freshwater,Manufacturing industry,2013,Cubic metres,1024.70996
81,Belgium,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,569.2496
82,Belgium,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,552.9686
83,Belgium,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,547.447
84,Belgium,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,480.9371
85,Belgium,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,478.2367
86,Belgium,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,433.0391
87,Canada,Total freshwater,Total gross abstraction,2009,Cubic metres,31513.2
88,Canada,Total freshwater,Total gross abstraction,2011,Cubic metres,33335.5
89,Canada,Total freshwater,Total gross abstraction,2013,Cubic metres,35850.3
90,Canada,Total freshwater,Public water supply,2011,Cubic metres,5123.7
91,Canada,Total freshwater,Public water supply,2013,Cubic metres,5032.8
92,Canada,Total freshwater,Public water supply,2015,Cubic metres,5020.8
93,Canada,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,2366.5
94,Canada,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,1809.0
95,Canada,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,2007.5
96,Canada,Total freshwater,Irrigation,2009,Cubic metres,2086.1
97,Canada,Total freshwater,Irrigation,2011,Cubic metres,1540.5
98,Canada,Total freshwater,Irrigation,2013,Cubic metres,1738.2
99,Canada,Total freshwater,Manufacturing industry,2009,Cubic metres,3113.1
100,Canada,Total freshwater,Manufacturing industry,2011,Cubic metres,3056.4
101,Canada,Total freshwater,Manufacturing industry,2013,Cubic metres,3200.2
102,Canada,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,932.6238
103,Canada,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,965.1659
104,Canada,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,1016.8710000000001
105,Czech Republic,Total freshwater,Total gross abstraction,2008,Cubic metres,1988.0
106,Czech Republic,Total freshwater,Total gross abstraction,2009,Cubic metres,1948.0
107,Czech Republic,Total freshwater,Total gross abstraction,2010,Cubic metres,1950.0
108,Czech Republic,Total freshwater,Total gross abstraction,2011,Cubic metres,1886.0
109,Czech Republic,Total freshwater,Total gross abstraction,2012,Cubic metres,1840.0
110,Czech Republic,Total freshwater,Total gross abstraction,2013,Cubic metres,1650.0
111,Czech Republic,Total freshwater,Total gross abstraction,2014,Cubic metres,1650.0
112,Czech Republic,Total freshwater,Total gross abstraction,2015,Cubic metres,1603.0999800000002
113,Czech Republic,Total freshwater,Public water supply,2008,Cubic metres,682.0
114,Czech Republic,Total freshwater,Public water supply,2009,Cubic metres,672.0
115,Czech Republic,Total freshwater,Public water supply,2010,Cubic metres,663.0
116,Czech Republic,Total freshwater,Public water supply,2011,Cubic metres,638.0
117,Czech Republic,Total freshwater,Public water supply,2012,Cubic metres,637.0
118,Czech Republic,Total freshwater,Public water supply,2013,Cubic metres,619.0
119,Czech Republic,Total freshwater,Public water supply,2014,Cubic metres,602.0
120,Czech Republic,Total freshwater,Public water supply,2015,Cubic metres,612.90002
121,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,33.0
122,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,40.0
123,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,37.0
124,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,39.0
125,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,43.0
126,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,44.0
127,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,48.0
128,Czech Republic,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,54.1
129,Czech Republic,Total freshwater,Irrigation,2008,Cubic metres,16.0
130,Czech Republic,Total freshwater,Irrigation,2009,Cubic metres,23.0
131,Czech Republic,Total freshwater,Irrigation,2010,Cubic metres,20.0
132,Czech Republic,Total freshwater,Irrigation,2011,Cubic metres,22.0
133,Czech Republic,Total freshwater,Irrigation,2012,Cubic metres,25.0
134,Czech Republic,Total freshwater,Irrigation,2013,Cubic metres,14.0
135,Czech Republic,Total freshwater,Irrigation,2014,Cubic metres,16.8
136,Czech Republic,Total freshwater,Irrigation,2015,Cubic metres,31.8
137,Czech Republic,Total freshwater,Aquaculture,2010,Cubic metres,5.7
138,Czech Republic,Total freshwater,Aquaculture,2011,Cubic metres,6.0
139,Czech Republic,Total freshwater,Aquaculture,2012,Cubic metres,6.1
140,Czech Republic,Total freshwater,Aquaculture,2013,Cubic metres,6.0
141,Czech Republic,Total freshwater,Aquaculture,2014,Cubic metres,6.0
142,Czech Republic,Total freshwater,Aquaculture,2015,Cubic metres,2.9
143,Czech Republic,Total freshwater,Manufacturing industry,2008,Cubic metres,249.0
144,Czech Republic,Total freshwater,Manufacturing industry,2009,Cubic metres,253.0
145,Czech Republic,Total freshwater,Manufacturing industry,2010,Cubic metres,243.0
146,Czech Republic,Total freshwater,Manufacturing industry,2011,Cubic metres,234.0
147,Czech Republic,Total freshwater,Manufacturing industry,2012,Cubic metres,236.0
148,Czech Republic,Total freshwater,Manufacturing industry,2013,Cubic metres,214.0
149,Czech Republic,Total freshwater,Manufacturing industry,2014,Cubic metres,227.0
150,Czech Republic,Total freshwater,Manufacturing industry,2015,Cubic metres,226.7
151,Czech Republic,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,190.7175
152,Czech Republic,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,185.7565
153,Czech Republic,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,185.0747
154,Czech Republic,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,178.4512
155,Czech Republic,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,173.8021
156,Czech Republic,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,155.7415
157,Czech Republic,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,155.68200000000002
158,Czech Republic,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,151.1822
159,Denmark,Total freshwater,Total gross abstraction,2008,Cubic metres,693.7000099999999
160,Denmark,Total freshwater,Total gross abstraction,2009,Cubic metres,657.89001
161,Denmark,Total freshwater,Total gross abstraction,2010,Cubic metres,652.18
162,Denmark,Total freshwater,Total gross abstraction,2011,Cubic metres,733.72
163,Denmark,Total freshwater,Total gross abstraction,2012,Cubic metres,555.4
164,Denmark,Total freshwater,Total gross abstraction,2013,Cubic metres,761.74
165,Denmark,Total freshwater,Total gross abstraction,2014,Cubic metres,746.06
166,Denmark,Total freshwater,Total gross abstraction,2015,Cubic metres,656.18
167,Denmark,Total freshwater,Public water supply,2008,Cubic metres,406.14001
168,Denmark,Total freshwater,Public water supply,2009,Cubic metres,384.89999
169,Denmark,Total freshwater,Public water supply,2010,Cubic metres,386.7
170,Denmark,Total freshwater,Public water supply,2011,Cubic metres,384.1
171,Denmark,Total freshwater,Public water supply,2012,Cubic metres,360.5
172,Denmark,Total freshwater,Public water supply,2013,Cubic metres,381.23
173,Denmark,Total freshwater,Public water supply,2014,Cubic metres,367.56
174,Denmark,Total freshwater,Public water supply,2015,Cubic metres,377.97
175,Denmark,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,249.40001
176,Denmark,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,237.98
177,Denmark,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,229.4
178,Denmark,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,311.0
179,Denmark,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,164.2
180,Denmark,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,248.38
181,Denmark,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,243.42
182,Denmark,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,138.82
183,Denmark,Total freshwater,Irrigation,2008,Cubic metres,198.47
184,Denmark,Total freshwater,Irrigation,2009,Cubic metres,183.29001
185,Denmark,Total freshwater,Irrigation,2010,Cubic metres,180.7
186,Denmark,Total freshwater,Irrigation,2011,Cubic metres,242.0
187,Denmark,Total freshwater,Irrigation,2012,Cubic metres,97.1
188,Denmark,Total freshwater,Irrigation,2013,Cubic metres,126.28
189,Denmark,Total freshwater,Irrigation,2014,Cubic metres,132.04
190,Denmark,Total freshwater,Irrigation,2015,Cubic metres,138.82
191,Denmark,Total freshwater,Manufacturing industry,2008,Cubic metres,35.93
192,Denmark,Total freshwater,Manufacturing industry,2009,Cubic metres,33.08
193,Denmark,Total freshwater,Manufacturing industry,2010,Cubic metres,33.68
194,Denmark,Total freshwater,Manufacturing industry,2011,Cubic metres,36.0
195,Denmark,Total freshwater,Manufacturing industry,2012,Cubic metres,28.5
196,Denmark,Total freshwater,Manufacturing industry,2013,Cubic metres,130.13
197,Denmark,Total freshwater,Manufacturing industry,2014,Cubic metres,133.08
198,Denmark,Total freshwater,Manufacturing industry,2015,Cubic metres,137.39
199,Denmark,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,126.1779
200,Denmark,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,119.0439
201,Denmark,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,117.4074
202,Denmark,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,131.4234
203,Denmark,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,98.99014
204,Denmark,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,135.1126
205,Denmark,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,131.7216
206,Denmark,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,115.3481
207,Finland,Total freshwater,Public water supply,2009,Cubic metres,408.0
208,Finland,Total freshwater,Public water supply,2010,Cubic metres,410.0
209,Finland,Total freshwater,Public water supply,2011,Cubic metres,400.0
210,Finland,Total freshwater,Public water supply,2012,Cubic metres,415.0
211,Finland,Total freshwater,Public water supply,2013,Cubic metres,415.0
212,Finland,Total freshwater,Irrigation,2010,Cubic metres,4.5
213,Finland,Total freshwater,Manufacturing industry,2009,Cubic metres,1292.0
214,Finland,Total freshwater,Manufacturing industry,2010,Cubic metres,1422.0
215,Finland,Total freshwater,Manufacturing industry,2012,Cubic metres,1272.4000199999998
216,Finland,Total freshwater,Manufacturing industry,2013,Cubic metres,1429.0
217,France,Total freshwater,Total gross abstraction,2008,Cubic metres,29203.4082
218,France,Total freshwater,Total gross abstraction,2009,Cubic metres,29585.28711
219,France,Total freshwater,Total gross abstraction,2010,Cubic metres,28338.845210000003
220,France,Total freshwater,Total gross abstraction,2011,Cubic metres,28316.02533
221,France,Total freshwater,Total gross abstraction,2012,Cubic metres,30007.38139
222,France,Total freshwater,Total gross abstraction,2013,Cubic metres,27828.127239999998
223,France,Total freshwater,Public water supply,2008,Cubic metres,5518.82129
224,France,Total freshwater,Public water supply,2009,Cubic metres,5645.19531
225,France,Total freshwater,Public water supply,2010,Cubic metres,5490.22021
226,France,Total freshwater,Public water supply,2011,Cubic metres,5379.54297
227,France,Total freshwater,Public water supply,2012,Cubic metres,5480.66797
228,France,Total freshwater,Public water supply,2013,Cubic metres,5283.24756
229,France,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,2587.88525
230,France,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,3144.9292
231,France,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,3033.12524
232,France,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,3051.97
233,France,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,2927.89
234,France,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,2787.99
235,France,Total freshwater,Manufacturing industry,2008,Cubic metres,2034.67969
236,France,Total freshwater,Manufacturing industry,2009,Cubic metres,1952.9207800000001
237,France,Total freshwater,Manufacturing industry,2010,Cubic metres,1757.0
238,France,Total freshwater,Manufacturing industry,2011,Cubic metres,1805.0
239,France,Total freshwater,Manufacturing industry,2012,Cubic metres,1689.0
240,France,Total freshwater,Manufacturing industry,2013,Cubic metres,1573.0
241,France,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,468.5322
242,France,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,471.9486
243,France,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,449.6321
244,France,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,447.0228
245,France,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,471.5186
246,France,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,435.3593
247,Germany,Total freshwater,Total gross abstraction,2010,Cubic metres,33035.99609
248,Germany,Total freshwater,Total gross abstraction,2013,Cubic metres,25326.84766
249,Germany,Total freshwater,Public water supply,2010,Cubic metres,5080.662960000001
250,Germany,Total freshwater,Public water supply,2013,Cubic metres,5053.407
251,Germany,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,210.89502000000002
252,Germany,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,288.04934
253,Germany,Total freshwater,Irrigation,2010,Cubic metres,169.40646999999998
254,Germany,Total freshwater,Irrigation,2013,Cubic metres,238.47793
255,Germany,Total freshwater,Manufacturing industry,2010,Cubic metres,4660.42517
256,Germany,Total freshwater,Manufacturing industry,2013,Cubic metres,4226.66094
257,Germany,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,408.695
258,Germany,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,311.95
259,Greece,Total freshwater,Total gross abstraction,2011,Cubic metres,9934.61035
260,Greece,Total freshwater,Total gross abstraction,2012,Cubic metres,9934.91016
261,Greece,Total freshwater,Total gross abstraction,2013,Cubic metres,9924.50977
262,Greece,Total freshwater,Total gross abstraction,2014,Cubic metres,9916.2998
263,Greece,Total freshwater,Total gross abstraction,2015,Cubic metres,9907.74023
264,Greece,Total freshwater,Public water supply,2011,Cubic metres,1418.39001
265,Greece,Total freshwater,Public water supply,2012,Cubic metres,1418.39001
266,Greece,Total freshwater,Public water supply,2013,Cubic metres,1418.39001
267,Greece,Total freshwater,Public water supply,2014,Cubic metres,1418.39001
268,Greece,Total freshwater,Public water supply,2015,Cubic metres,1418.39001
269,Greece,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,8282.54004
270,Greece,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,8282.54004
271,Greece,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,8282.54004
272,Greece,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,8282.54004
273,Greece,Total freshwater,"Agriculture, forestry, fishing",2015,Cubic metres,8282.54004
274,Greece,Total freshwater,Irrigation,2011,Cubic metres,8232.16016
275,Greece,Total freshwater,Irrigation,2012,Cubic metres,8232.16016
276,Greece,Total freshwater,Irrigation,2013,Cubic metres,8232.16016
277,Greece,Total freshwater,Irrigation,2014,Cubic metres,8232.16016
278,Greece,Total freshwater,Irrigation,2015,Cubic metres,8232.16016
279,Greece,Total freshwater,Manufacturing industry,2011,Cubic metres,125.99
280,Greece,Total freshwater,Manufacturing industry,2012,Cubic metres,125.99
281,Greece,Total freshwater,Manufacturing industry,2013,Cubic metres,125.99
282,Greece,Total freshwater,Manufacturing industry,2014,Cubic metres,125.99
283,Greece,Total freshwater,Manufacturing industry,2015,Cubic metres,125.99
284,Greece,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,869.7173
285,Greece,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,873.1487
286,Greece,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,876.6228
287,Greece,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,880.2966
288,Greece,Total freshwater,Gross abstractions per capita,2015,Cubic metres per capita,883.216
289,Hungary,Total freshwater,Total gross abstraction,2008,Cubic metres,5432.0
290,Hungary,Total freshwater,Total gross abstraction,2009,Cubic metres,6342.0
291,Hungary,Total freshwater,Total gross abstraction,2010,Cubic metres,5332.759770000001
292,Hungary,Total freshwater,Total gross abstraction,2011,Cubic metres,5192.97021
293,Hungary,Total freshwater,Total gross abstraction,2012,Cubic metres,5018.6098600000005
294,Hungary,Total freshwater,Public water supply,2008,Cubic metres,641.0
295,Hungary,Total freshwater,Public water supply,2009,Cubic metres,632.0
296,Hungary,Total freshwater,Public water supply,2010,Cubic metres,598.0
297,Hungary,Total freshwater,Public water supply,2011,Cubic metres,600.0
298,Hungary,Total freshwater,Public water supply,2012,Cubic metres,599.0
299,Hungary,Total freshwater,Public water supply,2013,Cubic metres,589.3125
300,Hungary,Total freshwater,Public water supply,2014,Cubic metres,574.5071
301,Hungary,Total freshwater,Public water supply,2015,Cubic metres,604.53122
302,Hungary,Total freshwater,Public water supply,2016,Cubic metres,597.56822
303,Hungary,Total freshwater,"Agriculture, forestry, fishing",2008,Cubic metres,334.0
304,Hungary,Total freshwater,"Agriculture, forestry, fishing",2009,Cubic metres,385.0
305,Hungary,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,279.0
306,Hungary,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,329.0
307,Hungary,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,322.0
308,Hungary,Total freshwater,Irrigation,2010,Cubic metres,49.13
309,Hungary,Total freshwater,Irrigation,2011,Cubic metres,110.41
310,Hungary,Total freshwater,Irrigation,2012,Cubic metres,164.31
311,Hungary,Total freshwater,Irrigation,2013,Cubic metres,150.2351
312,Hungary,Total freshwater,Irrigation,2014,Cubic metres,99.8374
313,Hungary,Total freshwater,Irrigation,2015,Cubic metres,111.8493
314,Hungary,Total freshwater,Irrigation,2016,Cubic metres,99.62611
315,Hungary,Total freshwater,Manufacturing industry,2008,Cubic metres,81.5
316,Hungary,Total freshwater,Manufacturing industry,2009,Cubic metres,71.0
317,Hungary,Total freshwater,Manufacturing industry,2010,Cubic metres,70.5
318,Hungary,Total freshwater,Manufacturing industry,2011,Cubic metres,75.0
319,Hungary,Total freshwater,Manufacturing industry,2012,Cubic metres,94.4
320,Hungary,Total freshwater,Gross abstractions per capita,2008,Cubic metres per capita,543.6783
321,Hungary,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,636.8146
322,Hungary,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,537.1521
323,Hungary,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,524.6376
324,Hungary,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,508.4874
325,Iceland,Total freshwater,Total gross abstraction,2010,Cubic metres,1929.90005
326,Iceland,Total freshwater,Total gross abstraction,2011,Cubic metres,2126.2000399999997
327,Iceland,Total freshwater,Total gross abstraction,2012,Cubic metres,2173.59998
328,Iceland,Total freshwater,Total gross abstraction,2013,Cubic metres,2006.49995
329,Iceland,Total freshwater,Total gross abstraction,2014,Cubic metres,1440.79996
330,Iceland,Total freshwater,Public water supply,2010,Cubic metres,817.40002
331,Iceland,Total freshwater,Public water supply,2011,Cubic metres,919.7000099999999
332,Iceland,Total freshwater,Public water supply,2012,Cubic metres,929.9000199999999
333,Iceland,Total freshwater,Public water supply,2013,Cubic metres,881.5999800000001
334,Iceland,Total freshwater,Public water supply,2014,Cubic metres,739.2999900000001
335,Iceland,Total freshwater,"Agriculture, forestry, fishing",2010,Cubic metres,1083.4000199999998
336,Iceland,Total freshwater,"Agriculture, forestry, fishing",2011,Cubic metres,1174.9000199999998
337,Iceland,Total freshwater,"Agriculture, forestry, fishing",2012,Cubic metres,1207.19995
338,Iceland,Total freshwater,"Agriculture, forestry, fishing",2013,Cubic metres,1091.5999800000002
339,Iceland,Total freshwater,"Agriculture, forestry, fishing",2014,Cubic metres,670.59998
340,Iceland,Total freshwater,Manufacturing industry,2010,Cubic metres,29.1
341,Iceland,Total freshwater,Manufacturing industry,2011,Cubic metres,31.6
342,Iceland,Total freshwater,Manufacturing industry,2012,Cubic metres,36.5
343,Iceland,Total freshwater,Manufacturing industry,2013,Cubic metres,33.3
344,Iceland,Total freshwater,Manufacturing industry,2014,Cubic metres,30.9
345,Iceland,Total freshwater,Gross abstractions per capita,2010,Cubic metres per capita,6024.7622200000005
346,Iceland,Total freshwater,Gross abstractions per capita,2011,Cubic metres per capita,6574.154939999999
347,Iceland,Total freshwater,Gross abstractions per capita,2012,Cubic metres per capita,6677.19313
348,Iceland,Total freshwater,Gross abstractions per capita,2013,Cubic metres per capita,6135.5415
349,Iceland,Total freshwater,Gross abstractions per capita,2014,Cubic metres per capita,4386.544129999999
350,Ireland,Total freshwater,Total gross abstraction,2009,Cubic metres,757.0
351,Ireland,Total freshwater,Public water supply,2009,Cubic metres,680.0
352,Ireland,Total freshwater,Public water supply,2010,Cubic metres,631.0
353,Ireland,Total freshwater,Public water supply,2011,Cubic metres,627.0
354,Ireland,Total freshwater,Public water supply,2012,Cubic metres,628.0
355,Ireland,Total freshwater,Public water supply,2013,Cubic metres,620.0
356,Ireland,Total freshwater,Public water supply,2014,Cubic metres,659.8178
357,Ireland,Total freshwater,Public water supply,2015,Cubic metres,627.0
358,Ireland,Total freshwater,Public water supply,2016,Cubic metres,631.0
359,Ireland,Total freshwater,Gross abstractions per capita,2009,Cubic metres per capita,165.7157
360,Italy,Total freshwater,Total gross abstraction,2008,Cubic metres,53751.0
361,Italy,Total freshwater,Public water supply,2008,Cubic metres,9094.69
