True,Country,Variable,Year,Unit,Value
299,Denmark,Real GDP per capita,2015,US Dollar,44429.3
300,Denmark,Real GDP per capita,2016,US Dollar,45118.12
301,Denmark,Real GDP per capita,2017,US Dollar,45954.4
339,Finland,Real GDP per capita,1990,US Dollar,28072.13
340,Finland,Real GDP per capita,1995,US Dollar,26794.51
341,Finland,Real GDP per capita,2000,US Dollar,33870.94
342,Finland,Real GDP per capita,2001,US Dollar,34661.4
343,Finland,Real GDP per capita,2002,US Dollar,35156.66
344,Finland,Real GDP per capita,2003,US Dollar,35763.49
345,Finland,Real GDP per capita,2004,US Dollar,37060.65
346,Finland,Real GDP per capita,2005,US Dollar,37969.66
347,Finland,Real GDP per capita,2006,US Dollar,39369.84
348,Finland,Real GDP per capita,2007,US Dollar,41251.29
349,Finland,Real GDP per capita,2008,US Dollar,41377.63
350,Finland,Real GDP per capita,2009,US Dollar,37794.51
351,Finland,Real GDP per capita,2010,US Dollar,38757.61
352,Finland,Real GDP per capita,2011,US Dollar,39580.95
353,Finland,Real GDP per capita,2012,US Dollar,38845.34
354,Finland,Real GDP per capita,2013,US Dollar,38383.28
355,Finland,Real GDP per capita,2014,US Dollar,37979.43
356,Finland,Real GDP per capita,2015,US Dollar,37876.38
357,Finland,Real GDP per capita,2016,US Dollar,38536.39
358,Finland,Real GDP per capita,2017,US Dollar,39407.61
396,France,Real GDP per capita,1990,US Dollar,29608.81
397,France,Real GDP per capita,1995,US Dollar,30867.83
398,France,Real GDP per capita,2000,US Dollar,34809.17
399,France,Real GDP per capita,2001,US Dollar,35309.98
400,France,Real GDP per capita,2002,US Dollar,35518.86
401,France,Real GDP per capita,2003,US Dollar,35617.72
402,France,Real GDP per capita,2004,US Dollar,36407.85
403,France,Real GDP per capita,2005,US Dollar,36783.37
404,France,Real GDP per capita,2006,US Dollar,37437.48
405,France,Real GDP per capita,2007,US Dollar,38093.92
406,France,Real GDP per capita,2008,US Dollar,37942.59
407,France,Real GDP per capita,2009,US Dollar,36616.29
408,France,Real GDP per capita,2010,US Dollar,37135.09
409,France,Real GDP per capita,2011,US Dollar,37717.6
410,France,Real GDP per capita,2012,US Dollar,37610.59
411,France,Real GDP per capita,2013,US Dollar,37661.58
412,France,Real GDP per capita,2014,US Dollar,37858.11
413,France,Real GDP per capita,2015,US Dollar,38104.01
414,France,Real GDP per capita,2016,US Dollar,38399.57
415,France,Real GDP per capita,2017,US Dollar,38942.46
453,Germany,Real GDP per capita,1990,US Dollar,30476.74
454,Germany,Real GDP per capita,1995,US Dollar,32827.46
455,Germany,Real GDP per capita,2000,US Dollar,35987.3
456,Germany,Real GDP per capita,2001,US Dollar,36575.87
457,Germany,Real GDP per capita,2002,US Dollar,36541.8
458,Germany,Real GDP per capita,2003,US Dollar,36249.24
459,Germany,Real GDP per capita,2004,US Dollar,36660.26
460,Germany,Real GDP per capita,2005,US Dollar,36939.42
461,Germany,Real GDP per capita,2006,US Dollar,38367.72
462,Germany,Real GDP per capita,2007,US Dollar,39714.13
463,Germany,Real GDP per capita,2008,US Dollar,40249.61
464,Germany,Real GDP per capita,2009,US Dollar,38065.61
465,Germany,Real GDP per capita,2010,US Dollar,39653.35
466,Germany,Real GDP per capita,2011,US Dollar,41084.76
467,Germany,Real GDP per capita,2012,US Dollar,41219.54
468,Germany,Real GDP per capita,2013,US Dollar,41319.95
469,Germany,Real GDP per capita,2014,US Dollar,42001.26
470,Germany,Real GDP per capita,2015,US Dollar,42619.34
471,Germany,Real GDP per capita,2016,US Dollar,43337.98
472,Germany,Real GDP per capita,2017,US Dollar,44193.64
510,Greece,Real GDP per capita,1990,US Dollar,20187.36
511,Greece,Real GDP per capita,1995,US Dollar,20401.08
512,Greece,Real GDP per capita,2000,US Dollar,23627.81
513,Greece,Real GDP per capita,2001,US Dollar,24511.01
514,Greece,Real GDP per capita,2002,US Dollar,25398.97
515,Greece,Real GDP per capita,2003,US Dollar,26806.74
516,Greece,Real GDP per capita,2004,US Dollar,28096.21
517,Greece,Real GDP per capita,2005,US Dollar,28187.7
518,Greece,Real GDP per capita,2006,US Dollar,29682.32
519,Greece,Real GDP per capita,2007,US Dollar,30540.58
520,Greece,Real GDP per capita,2008,US Dollar,30334.93
521,Greece,Real GDP per capita,2009,US Dollar,28968.96
522,Greece,Real GDP per capita,2010,US Dollar,27376.65
523,Greece,Real GDP per capita,2011,US Dollar,24927.01
524,Greece,Real GDP per capita,2012,US Dollar,23197.68
525,Greece,Real GDP per capita,2013,US Dollar,22558.67
526,Greece,Real GDP per capita,2014,US Dollar,22839.69
527,Greece,Real GDP per capita,2015,US Dollar,22868.51
528,Greece,Real GDP per capita,2016,US Dollar,22882.16
529,Greece,Real GDP per capita,2017,US Dollar,23241.13
567,Hungary,Real GDP per capita,1990,US Dollar,15106.7
568,Hungary,Real GDP per capita,1995,US Dollar,14709.46
569,Hungary,Real GDP per capita,2000,US Dollar,17254.93
570,Hungary,Real GDP per capita,2001,US Dollar,17965.14
571,Hungary,Real GDP per capita,2002,US Dollar,18826.9
572,Hungary,Real GDP per capita,2003,US Dollar,19601.44
573,Hungary,Real GDP per capita,2004,US Dollar,20637.16
574,Hungary,Real GDP per capita,2005,US Dollar,21603.88
575,Hungary,Real GDP per capita,2006,US Dollar,22504.08
576,Hungary,Real GDP per capita,2007,US Dollar,22674.1
577,Hungary,Real GDP per capita,2008,US Dollar,22942.89
578,Hungary,Real GDP per capita,2009,US Dollar,21498.08
579,Hungary,Real GDP per capita,2010,US Dollar,21712.59
580,Hungary,Real GDP per capita,2011,US Dollar,22139.52
581,Hungary,Real GDP per capita,2012,US Dollar,21838.52
582,Hungary,Real GDP per capita,2013,US Dollar,22359.71
583,Hungary,Real GDP per capita,2014,US Dollar,23372.37
584,Hungary,Real GDP per capita,2015,US Dollar,24231.98
585,Hungary,Real GDP per capita,2016,US Dollar,24846.09
586,Hungary,Real GDP per capita,2017,US Dollar,25921.44
624,Iceland,Real GDP per capita,1990,US Dollar,28093.84
625,Iceland,Real GDP per capita,1995,US Dollar,27125.89
626,Iceland,Real GDP per capita,2000,US Dollar,33750.41
627,Iceland,Real GDP per capita,2001,US Dollar,34769.48
628,Iceland,Real GDP per capita,2002,US Dollar,34664.13
629,Iceland,Real GDP per capita,2003,US Dollar,35157.86
630,Iceland,Real GDP per capita,2004,US Dollar,37585.19
631,Iceland,Real GDP per capita,2005,US Dollar,39461.79
632,Iceland,Real GDP per capita,2006,US Dollar,40785.05
633,Iceland,Real GDP per capita,2007,US Dollar,43830.18
634,Iceland,Real GDP per capita,2008,US Dollar,43742.63
635,Iceland,Real GDP per capita,2009,US Dollar,40224.0
636,Iceland,Real GDP per capita,2010,US Dollar,38260.2
637,Iceland,Real GDP per capita,2011,US Dollar,38638.54
638,Iceland,Real GDP per capita,2012,US Dollar,38894.77
639,Iceland,Real GDP per capita,2013,US Dollar,40383.95
640,Iceland,Real GDP per capita,2014,US Dollar,41092.84
641,Iceland,Real GDP per capita,2015,US Dollar,42632.93
642,Iceland,Real GDP per capita,2016,US Dollar,45515.02
643,Iceland,Real GDP per capita,2017,US Dollar,46813.59
681,Ireland,Real GDP per capita,1990,US Dollar,20769.97
682,Ireland,Real GDP per capita,1995,US Dollar,25463.04
683,Ireland,Real GDP per capita,2000,US Dollar,37771.45
684,Ireland,Real GDP per capita,2001,US Dollar,39344.91
685,Ireland,Real GDP per capita,2002,US Dollar,41122.55
686,Ireland,Real GDP per capita,2003,US Dollar,41638.23
687,Ireland,Real GDP per capita,2004,US Dollar,43568.06
688,Ireland,Real GDP per capita,2005,US Dollar,45261.56
689,Ireland,Real GDP per capita,2006,US Dollar,46757.52
690,Ireland,Real GDP per capita,2007,US Dollar,48133.75
691,Ireland,Real GDP per capita,2008,US Dollar,45296.7
692,Ireland,Real GDP per capita,2009,US Dollar,42458.77
693,Ireland,Real GDP per capita,2010,US Dollar,42673.83
694,Ireland,Real GDP per capita,2011,US Dollar,43611.61
695,Ireland,Real GDP per capita,2012,US Dollar,43482.91
696,Ireland,Real GDP per capita,2013,US Dollar,44159.18
697,Ireland,Real GDP per capita,2014,US Dollar,47792.21
698,Ireland,Real GDP per capita,2015,US Dollar,59830.93
699,Ireland,Real GDP per capita,2016,US Dollar,62561.38
700,Ireland,Real GDP per capita,2017,US Dollar,66938.77
738,Italy,Real GDP per capita,1990,US Dollar,29929.68
739,Italy,Real GDP per capita,1995,US Dollar,31860.39
740,Italy,Real GDP per capita,2000,US Dollar,35149.09
741,Italy,Real GDP per capita,2001,US Dollar,35639.73
742,Italy,Real GDP per capita,2002,US Dollar,35545.72
743,Italy,Real GDP per capita,2003,US Dollar,35388.12
744,Italy,Real GDP per capita,2004,US Dollar,35734.28
745,Italy,Real GDP per capita,2005,US Dollar,35881.16
746,Italy,Real GDP per capita,2006,US Dollar,36433.02
747,Italy,Real GDP per capita,2007,US Dollar,36824.36
748,Italy,Real GDP per capita,2008,US Dollar,36321.89
749,Italy,Real GDP per capita,2009,US Dollar,34250.44
750,Italy,Real GDP per capita,2010,US Dollar,34776.79
751,Italy,Real GDP per capita,2011,US Dollar,34959.69
752,Italy,Real GDP per capita,2012,US Dollar,33989.01
753,Italy,Real GDP per capita,2013,US Dollar,33438.48
754,Italy,Real GDP per capita,2014,US Dollar,33522.75
755,Italy,Real GDP per capita,2015,US Dollar,33888.2
756,Italy,Real GDP per capita,2016,US Dollar,34221.76
757,Italy,Real GDP per capita,2017,US Dollar,34776.86
795,Japan,Real GDP per capita,1990,US Dollar,29706.01
796,Japan,Real GDP per capita,1995,US Dollar,31510.25
797,Japan,Real GDP per capita,2000,US Dollar,32982.13
798,Japan,Real GDP per capita,2001,US Dollar,33067.0
799,Japan,Real GDP per capita,2002,US Dollar,33059.66
800,Japan,Real GDP per capita,2003,US Dollar,33521.59
801,Japan,Real GDP per capita,2004,US Dollar,34221.66
802,Japan,Real GDP per capita,2005,US Dollar,34757.55
803,Japan,Real GDP per capita,2006,US Dollar,35224.42
804,Japan,Real GDP per capita,2007,US Dollar,35786.96
805,Japan,Real GDP per capita,2008,US Dollar,35383.16
806,Japan,Real GDP per capita,2009,US Dollar,33462.46
807,Japan,Real GDP per capita,2010,US Dollar,34869.12
808,Japan,Real GDP per capita,2011,US Dollar,34841.47
809,Japan,Real GDP per capita,2012,US Dollar,35384.14
810,Japan,Real GDP per capita,2013,US Dollar,36123.83
811,Japan,Real GDP per capita,2014,US Dollar,36301.64
812,Japan,Real GDP per capita,2015,US Dollar,36847.13
813,Japan,Real GDP per capita,2016,US Dollar,37258.76
814,Japan,Real GDP per capita,2017,US Dollar,37975.34
852,Korea,Real GDP per capita,1990,US Dollar,11627.49
853,Korea,Real GDP per capita,1995,US Dollar,16504.67
854,Korea,Real GDP per capita,2000,US Dollar,20607.92
855,Korea,Real GDP per capita,2001,US Dollar,21393.1
856,Korea,Real GDP per capita,2002,US Dollar,22843.33
857,Korea,Real GDP per capita,2003,US Dollar,23386.59
858,Korea,Real GDP per capita,2004,US Dollar,24414.61
859,Korea,Real GDP per capita,2005,US Dollar,25262.95
860,Korea,Real GDP per capita,2006,US Dollar,26468.79
861,Korea,Real GDP per capita,2007,US Dollar,27820.1
862,Korea,Real GDP per capita,2008,US Dollar,28516.2
863,Korea,Real GDP per capita,2009,US Dollar,28624.78
864,Korea,Real GDP per capita,2010,US Dollar,30377.64
865,Korea,Real GDP per capita,2011,US Dollar,31374.61
866,Korea,Real GDP per capita,2012,US Dollar,31960.47
867,Korea,Real GDP per capita,2013,US Dollar,32743.87
868,Korea,Real GDP per capita,2014,US Dollar,33692.71
869,Korea,Real GDP per capita,2015,US Dollar,34490.37
870,Korea,Real GDP per capita,2016,US Dollar,35362.13
871,Korea,Real GDP per capita,2017,US Dollar,36309.15
909,Luxembourg,Real GDP per capita,1990,US Dollar,51581.81
910,Luxembourg,Real GDP per capita,1995,US Dollar,61121.35
911,Luxembourg,Real GDP per capita,2000,US Dollar,76340.56
912,Luxembourg,Real GDP per capita,2001,US Dollar,77545.34
913,Luxembourg,Real GDP per capita,2002,US Dollar,79867.05
914,Luxembourg,Real GDP per capita,2003,US Dollar,80515.8
915,Luxembourg,Real GDP per capita,2004,US Dollar,82593.86
916,Luxembourg,Real GDP per capita,2005,US Dollar,84093.09
917,Luxembourg,Real GDP per capita,2006,US Dollar,86982.68
918,Luxembourg,Real GDP per capita,2007,US Dollar,92429.51
919,Luxembourg,Real GDP per capita,2008,US Dollar,89293.78
920,Luxembourg,Real GDP per capita,2009,US Dollar,83478.95
921,Luxembourg,Real GDP per capita,2010,US Dollar,85539.06
922,Luxembourg,Real GDP per capita,2011,US Dollar,85678.0
923,Luxembourg,Real GDP per capita,2012,US Dollar,83380.07
924,Luxembourg,Real GDP per capita,2013,US Dollar,84470.14
925,Luxembourg,Real GDP per capita,2014,US Dollar,87483.5
926,Luxembourg,Real GDP per capita,2015,US Dollar,88331.7
927,Luxembourg,Real GDP per capita,2016,US Dollar,89630.36
928,Luxembourg,Real GDP per capita,2017,US Dollar,90478.7
964,Mexico,Real GDP per capita,1990,US Dollar,12417.91
965,Mexico,Real GDP per capita,1995,US Dollar,12396.13
966,Mexico,Real GDP per capita,2000,US Dollar,14827.19
967,Mexico,Real GDP per capita,2001,US Dollar,14574.18
968,Mexico,Real GDP per capita,2002,US Dollar,14388.49
969,Mexico,Real GDP per capita,2003,US Dollar,14419.07
970,Mexico,Real GDP per capita,2004,US Dollar,14794.6
971,Mexico,Real GDP per capita,2005,US Dollar,14929.98
972,Mexico,Real GDP per capita,2006,US Dollar,15371.51
973,Mexico,Real GDP per capita,2007,US Dollar,15478.54
974,Mexico,Real GDP per capita,2008,US Dollar,15404.11
975,Mexico,Real GDP per capita,2009,US Dollar,14357.04
976,Mexico,Real GDP per capita,2010,US Dollar,14858.54
977,Mexico,Real GDP per capita,2011,US Dollar,15173.74
978,Mexico,Real GDP per capita,2012,US Dollar,15500.17
979,Mexico,Real GDP per capita,2013,US Dollar,15491.12
980,Mexico,Real GDP per capita,2014,US Dollar,15715.7
981,Mexico,Real GDP per capita,2015,US Dollar,16014.47
982,Mexico,Real GDP per capita,2016,US Dollar,16267.87
983,Mexico,Real GDP per capita,2017,US Dollar,16390.63
1021,Netherlands,Real GDP per capita,1990,US Dollar,31368.88
1022,Netherlands,Real GDP per capita,1995,US Dollar,33993.7
1023,Netherlands,Real GDP per capita,2000,US Dollar,40820.16
1024,Netherlands,Real GDP per capita,2001,US Dollar,41448.04
1025,Netherlands,Real GDP per capita,2002,US Dollar,41253.43
1026,Netherlands,Real GDP per capita,2003,US Dollar,41139.22
1027,Netherlands,Real GDP per capita,2004,US Dollar,41752.41
1028,Netherlands,Real GDP per capita,2005,US Dollar,42445.99
1029,Netherlands,Real GDP per capita,2006,US Dollar,43744.23
1030,Netherlands,Real GDP per capita,2007,US Dollar,45178.44
1031,Netherlands,Real GDP per capita,2008,US Dollar,45775.01
1032,Netherlands,Real GDP per capita,2009,US Dollar,43896.23
1033,Netherlands,Real GDP per capita,2010,US Dollar,44362.55
1034,Netherlands,Real GDP per capita,2011,US Dollar,44954.84
1035,Netherlands,Real GDP per capita,2012,US Dollar,44341.64
1036,Netherlands,Real GDP per capita,2013,US Dollar,44124.25
1037,Netherlands,Real GDP per capita,2014,US Dollar,44619.1
1038,Netherlands,Real GDP per capita,2015,US Dollar,45495.45
1039,Netherlands,Real GDP per capita,2016,US Dollar,46367.2
1040,Netherlands,Real GDP per capita,2017,US Dollar,47696.95
1078,New Zealand,Real GDP per capita,1990,US Dollar,22745.47
1079,New Zealand,Real GDP per capita,1995,US Dollar,24556.56
1080,New Zealand,Real GDP per capita,2000,US Dollar,27076.06
1081,New Zealand,Real GDP per capita,2001,US Dollar,27752.4
1082,New Zealand,Real GDP per capita,2002,US Dollar,28750.2
1083,New Zealand,Real GDP per capita,2003,US Dollar,29615.67
1084,New Zealand,Real GDP per capita,2004,US Dollar,30146.5
1085,New Zealand,Real GDP per capita,2005,US Dollar,30733.41
1086,New Zealand,Real GDP per capita,2006,US Dollar,31143.37
1087,New Zealand,Real GDP per capita,2007,US Dollar,31953.92
1088,New Zealand,Real GDP per capita,2008,US Dollar,31127.89
1089,New Zealand,Real GDP per capita,2009,US Dollar,31392.97
1090,New Zealand,Real GDP per capita,2010,US Dollar,31357.19
1091,New Zealand,Real GDP per capita,2011,US Dollar,31850.46
1092,New Zealand,Real GDP per capita,2012,US Dollar,32285.72
1093,New Zealand,Real GDP per capita,2013,US Dollar,32574.28
1094,New Zealand,Real GDP per capita,2014,US Dollar,33365.85
1095,New Zealand,Real GDP per capita,2015,US Dollar,34484.2
1096,New Zealand,Real GDP per capita,2016,US Dollar,35326.84
1097,New Zealand,Real GDP per capita,2017,US Dollar,36048.84
1135,Norway,Real GDP per capita,1990,US Dollar,39787.1
1136,Norway,Real GDP per capita,1995,US Dollar,46493.95
1137,Norway,Real GDP per capita,2000,US Dollar,53914.72
1138,Norway,Real GDP per capita,2001,US Dollar,54749.68
1139,Norway,Real GDP per capita,2002,US Dollar,55257.38
1140,Norway,Real GDP per capita,2003,US Dollar,55471.75
1141,Norway,Real GDP per capita,2004,US Dollar,57315.38
1142,Norway,Real GDP per capita,2005,US Dollar,58386.13
1143,Norway,Real GDP per capita,2006,US Dollar,59263.76
1144,Norway,Real GDP per capita,2007,US Dollar,60430.49
1145,Norway,Real GDP per capita,2008,US Dollar,60062.32
1146,Norway,Real GDP per capita,2009,US Dollar,58364.45
1147,Norway,Real GDP per capita,2010,US Dollar,58062.1
1148,Norway,Real GDP per capita,2011,US Dollar,57895.11
1149,Norway,Real GDP per capita,2012,US Dollar,58706.51
1150,Norway,Real GDP per capita,2013,US Dollar,58559.09
1151,Norway,Real GDP per capita,2014,US Dollar,58981.38
1152,Norway,Real GDP per capita,2015,US Dollar,59454.89
1153,Norway,Real GDP per capita,2016,US Dollar,59476.34
1154,Norway,Real GDP per capita,2017,US Dollar,59976.41
1192,Poland,Real GDP per capita,1990,US Dollar,9986.292
1193,Poland,Real GDP per capita,1995,US Dollar,10976.55
1194,Poland,Real GDP per capita,2000,US Dollar,14149.68
1195,Poland,Real GDP per capita,2001,US Dollar,14336.09
1196,Poland,Real GDP per capita,2002,US Dollar,14643.82
1197,Poland,Real GDP per capita,2003,US Dollar,15183.49
1198,Poland,Real GDP per capita,2004,US Dollar,15981.03
1199,Poland,Real GDP per capita,2005,US Dollar,16553.76
1200,Poland,Real GDP per capita,2006,US Dollar,17586.63
1201,Poland,Real GDP per capita,2007,US Dollar,18829.43
1202,Poland,Real GDP per capita,2008,US Dollar,19631.62
1203,Poland,Real GDP per capita,2009,US Dollar,20185.7
1204,Poland,Real GDP per capita,2010,US Dollar,20914.58
1205,Poland,Real GDP per capita,2011,US Dollar,21965.34
1206,Poland,Real GDP per capita,2012,US Dollar,22320.59
1207,Poland,Real GDP per capita,2013,US Dollar,22635.96
1208,Poland,Real GDP per capita,2014,US Dollar,23389.14
1209,Poland,Real GDP per capita,2015,US Dollar,24306.02
1210,Poland,Real GDP per capita,2016,US Dollar,25054.55
1211,Poland,Real GDP per capita,2017,US Dollar,26256.36
1248,Portugal,Real GDP per capita,1990,US Dollar,20299.04
1249,Portugal,Real GDP per capita,1995,US Dollar,21661.09
1250,Portugal,Real GDP per capita,2000,US Dollar,25927.13
1251,Portugal,Real GDP per capita,2001,US Dollar,26318.65
1252,Portugal,Real GDP per capita,2002,US Dollar,26408.34
1253,Portugal,Real GDP per capita,2003,US Dollar,26053.26
1254,Portugal,Real GDP per capita,2004,US Dollar,26421.55
1255,Portugal,Real GDP per capita,2005,US Dollar,26529.76
1256,Portugal,Real GDP per capita,2006,US Dollar,26854.79
1257,Portugal,Real GDP per capita,2007,US Dollar,27445.89
1258,Portugal,Real GDP per capita,2008,US Dollar,27443.84
1259,Portugal,Real GDP per capita,2009,US Dollar,26605.26
1260,Portugal,Real GDP per capita,2010,US Dollar,27131.53
1261,Portugal,Real GDP per capita,2011,US Dollar,26703.54
1262,Portugal,Real GDP per capita,2012,US Dollar,25733.22
1263,Portugal,Real GDP per capita,2013,US Dollar,25573.25
1264,Portugal,Real GDP per capita,2014,US Dollar,25940.9
1265,Portugal,Real GDP per capita,2015,US Dollar,26547.16
1266,Portugal,Real GDP per capita,2016,US Dollar,27098.92
1267,Portugal,Real GDP per capita,2017,US Dollar,27936.19
1305,Slovak Republic,Real GDP per capita,1990,US Dollar,14138.16
1306,Slovak Republic,Real GDP per capita,1995,US Dollar,13060.39
1307,Slovak Republic,Real GDP per capita,2000,US Dollar,15468.11
1308,Slovak Republic,Real GDP per capita,2001,US Dollar,15978.75
1309,Slovak Republic,Real GDP per capita,2002,US Dollar,16700.98
1310,Slovak Republic,Real GDP per capita,2003,US Dollar,17606.83
