True,Country,Variable,Year,Unit,Value
913,Canada,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,4.365081
914,Canada,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,4.384913
915,Canada,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,4.309201
916,Canada,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,4.249013
917,Canada,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,4.123215
918,Canada,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,4.513701999999999
919,Canada,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,3.858517
920,Canada,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,3.9047169999999998
1211,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,3.2603169999999997
1212,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,3.641783
1213,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,4.028207
1214,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,4.160297
1215,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,4.175791
1216,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,3.1384689999999997
1217,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,2.719028
1218,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,2.401031
1219,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,2.832047
1220,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.586745
1221,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.742913
1222,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,2.258204
1223,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.829363
1224,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.0034650000000003
1225,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.053375
1226,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.229458
1227,Czech Republic,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,2.195541
1438,Denmark,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,3.8015779999999997
1439,Denmark,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,4.375044
1440,Denmark,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,2.653737
1441,Denmark,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,2.3286729999999998
1442,Denmark,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,2.23374
1443,Denmark,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,1.821982
1444,Denmark,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,1.867877
1445,Denmark,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,1.679283
1446,Denmark,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,1.6339059999999999
1447,Denmark,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,1.8743599999999998
1448,Denmark,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,2.3935400000000002
1449,Denmark,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.557773
1450,Denmark,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,1.996605
1451,Denmark,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,2.0385560000000003
1452,Denmark,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.882811
1453,Denmark,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.590771
1454,Denmark,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.5976549999999998
1455,Denmark,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.069609
1456,Denmark,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,1.516958
1750,Finland,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,1.4365620000000001
1751,Finland,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,2.543431
1752,Finland,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,2.268609
1753,Finland,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,2.1812419999999997
1754,Finland,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,2.200345
1755,Finland,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,1.9518060000000002
1756,Finland,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,1.941299
1757,Finland,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,1.838729
1758,Finland,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,1.613305
1759,Finland,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,1.6341
1760,Finland,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,1.438309
1761,Finland,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,1.515715
1762,Finland,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,1.500883
1763,Finland,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,1.602846
1764,Finland,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.4853889999999998
1765,Finland,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.323685
1766,Finland,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.124123
1767,Finland,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,1.105636
1768,Finland,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,0.8724158999999999
2057,France,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,0.6559508000000001
2058,France,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,1.9355509999999998
2059,France,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,1.739841
2060,France,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,2.835369
2061,France,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,2.911451
2062,France,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,3.12754
2063,France,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,3.034739
2064,France,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,2.617048
2065,France,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,2.7800740000000004
2066,France,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,1.8409380000000002
2067,France,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,2.293308
2068,France,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.096434
2069,France,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.567283
2070,France,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,1.5069379999999999
2071,France,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.774723
2072,France,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.931715
2073,France,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.7246810000000001
2074,France,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,3.318675
2075,France,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,1.488473
2364,Germany,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,3.5264860000000002
2365,Germany,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,3.587008
2366,Germany,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,3.3368379999999997
2367,Germany,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,3.108375
2368,Germany,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,3.074266
2369,Germany,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,3.316193
2370,Germany,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,3.458047
2371,Germany,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,3.4455449999999996
2372,Germany,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,3.1162259999999997
2373,Germany,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,3.1529599999999998
2374,Germany,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,3.034722
2375,Germany,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.890308
2376,Germany,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.7614349999999996
2377,Germany,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,2.704479
2378,Germany,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,2.856143
2379,Germany,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.7810479999999997
2380,Germany,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.984618
2381,Germany,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.901878
2382,Germany,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,2.8852919999999997
2673,Greece,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,2.821132
2674,Greece,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,3.639444
2675,Greece,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,4.9511769999999995
2676,Greece,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,4.0826459999999996
2677,Greece,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,3.312893
2678,Greece,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,3.944183
2679,Greece,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,4.114557
2680,Greece,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,3.589961
2681,Greece,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,3.09354
2682,Greece,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,2.111769
2683,Greece,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,1.2383600000000001
2684,Greece,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,1.139356
2685,Greece,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,0.9239934000000001
2686,Greece,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,0.8650517
2687,Greece,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.3580450000000002
2688,Greece,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.961264
2689,Greece,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.68054
2690,Greece,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,3.07904
2940,Hungary,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,10.277999999999999
2941,Hungary,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,9.958745
2942,Hungary,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,3.5214760000000003
2943,Hungary,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,3.5214769999999995
2944,Hungary,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,3.7281370000000003
2945,Hungary,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.45098
2946,Hungary,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,2.012843
2947,Hungary,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.6507580000000002
2948,Hungary,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.6077049999999997
2949,Hungary,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,3.030322
2950,Hungary,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.189669
3115,Iceland,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,0.42010420000000004
3116,Iceland,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,0.51713
3117,Iceland,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,0.5964347
3118,Iceland,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,1.452544
3119,Iceland,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,0.485446
3120,Iceland,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,0.3504124
3121,Iceland,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,0.3625758
3122,Iceland,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,4.1653
3123,Iceland,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,3.981262
3124,Iceland,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,3.5715769999999996
3125,Iceland,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.40988
3126,Iceland,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.9526470000000002
3127,Iceland,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,3.164693
3128,Iceland,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,3.5348599999999997
3129,Iceland,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,3.2690189999999997
3130,Iceland,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,3.404314
3317,Ireland,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,1.17402
3318,Ireland,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,1.3249799999999998
3319,Ireland,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,0.36411109999999997
3320,Ireland,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,0.3203756
3321,Ireland,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,0.8358542999999999
3322,Ireland,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,0.6434408
3323,Ireland,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,1.30229
3324,Ireland,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,0.9179589
3325,Ireland,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,0.9171323
3326,Ireland,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,0.05587798
3327,Ireland,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,1.343464
3328,Ireland,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,1.763278
3329,Ireland,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,1.7216669999999998
3330,Ireland,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,1.753896
3331,Ireland,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.289248
3332,Ireland,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.233308
3333,Ireland,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.155719
3334,Ireland,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,0.9642835999999999
3610,Italy,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,2.234296
3611,Italy,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,2.4175009999999997
3612,Italy,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,2.250321
3613,Italy,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,2.280904
3614,Italy,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,2.717669
3615,Italy,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,2.567027
3616,Italy,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,3.4682779999999998
3617,Italy,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,4.092541000000001
3618,Italy,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,3.1794599999999997
3619,Italy,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,3.0048150000000002
3620,Italy,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,3.484182
3621,Italy,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,3.3562629999999998
3622,Italy,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.701231
3623,Italy,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.906374
3624,Italy,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.535951
3909,Japan,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,0.4736937
3910,Japan,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,0.5589828
3911,Japan,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,0.7991606
3912,Japan,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,0.8485775999999999
3913,Japan,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,0.8634982
3914,Japan,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,0.8683004999999999
3915,Japan,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,0.8656565
3916,Japan,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,0.8159976999999999
3917,Japan,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,0.8097446999999999
3918,Japan,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,0.8956056999999998
3919,Japan,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,0.9262935999999999
3920,Japan,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,0.9823413000000001
3921,Japan,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,1.05929
3922,Japan,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,1.071258
3923,Japan,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,2.028883
3924,Japan,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.451849
3925,Japan,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.7542959999999999
3926,Japan,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,1.944561
3927,Japan,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,2.2246650000000003
4217,Korea,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,3.754286
4218,Korea,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,4.495564
4219,Korea,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,4.54026
4220,Korea,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,4.4003760000000005
4221,Korea,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,4.6052919999999995
4222,Korea,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,4.1312809999999995
4223,Korea,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,2.89236
4224,Korea,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,2.765027
4225,Korea,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,2.64865
4226,Korea,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,2.225709
4227,Korea,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,2.065962
4228,Korea,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,2.594757
4229,Korea,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,2.3334650000000003
4230,Korea,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,2.272369
4231,Korea,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.349634
4232,Korea,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.520679
4486,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,1.852134
4487,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,3.504319
4488,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,4.23606
4489,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,3.602906
4490,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,3.5033519999999996
4491,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,3.706428
4492,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,3.122086
4493,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,2.85284
4494,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,3.389575
4495,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,4.968543
4496,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,3.191009
4497,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,3.699818
4498,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,3.8475029999999997
4499,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,3.014467
4500,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,2.6530869999999998
4501,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,2.598606
4502,Luxembourg,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,2.6212720000000003
4743,Mexico,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,1.438053
4744,Mexico,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,0.8020973000000001
4745,Mexico,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,0.9972243000000001
4746,Mexico,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,0.9829957
4747,Mexico,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,1.810843
4748,Mexico,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,2.016339
4749,Mexico,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,2.235452
4750,Mexico,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,1.828187
4751,Mexico,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,1.8375849999999998
4752,Mexico,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,1.8924290000000001
4753,Mexico,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,1.591674
4754,Mexico,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,1.592442
4755,Mexico,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,1.4
4756,Mexico,"Environmentally related government R&D budget, % total government R&D",2011,Percentage,1.430012
4757,Mexico,"Environmentally related government R&D budget, % total government R&D",2012,Percentage,1.5937370000000002
4758,Mexico,"Environmentally related government R&D budget, % total government R&D",2013,Percentage,1.160038
4759,Mexico,"Environmentally related government R&D budget, % total government R&D",2014,Percentage,1.064558
4760,Mexico,"Environmentally related government R&D budget, % total government R&D",2015,Percentage,1.109281
4761,Mexico,"Environmentally related government R&D budget, % total government R&D",2016,Percentage,1.093487
4884,Netherlands,"Environmentally related government R&D budget, % total government R&D",1990,Percentage,3.261141
4885,Netherlands,"Environmentally related government R&D budget, % total government R&D",1995,Percentage,3.662126
4886,Netherlands,"Environmentally related government R&D budget, % total government R&D",2000,Percentage,3.471475
4887,Netherlands,"Environmentally related government R&D budget, % total government R&D",2001,Percentage,3.0572060000000003
4888,Netherlands,"Environmentally related government R&D budget, % total government R&D",2002,Percentage,2.691888
4889,Netherlands,"Environmentally related government R&D budget, % total government R&D",2003,Percentage,2.5109310000000002
4890,Netherlands,"Environmentally related government R&D budget, % total government R&D",2004,Percentage,1.6606439999999998
4891,Netherlands,"Environmentally related government R&D budget, % total government R&D",2005,Percentage,1.0664129999999998
4892,Netherlands,"Environmentally related government R&D budget, % total government R&D",2006,Percentage,1.8247630000000001
4893,Netherlands,"Environmentally related government R&D budget, % total government R&D",2007,Percentage,0.6380442
4894,Netherlands,"Environmentally related government R&D budget, % total government R&D",2008,Percentage,0.4116892
4895,Netherlands,"Environmentally related government R&D budget, % total government R&D",2009,Percentage,0.28554409999999997
4896,Netherlands,"Environmentally related government R&D budget, % total government R&D",2010,Percentage,0.0467017
