"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","WLIFE_PL","Threatened vascular plant species, % total known species","2015","2015","PC","Percentage","0","Units",,,33.39,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,809.695,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,732.9515,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2001","2001","M3CAP","Cubic metres per capita","0","Units",,,677.8729,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2002","2002","M3CAP","Cubic metres per capita","0","Units",,,650.1185,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2003","2003","M3CAP","Cubic metres per capita","0","Units",,,639.7845,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2004","2004","M3CAP","Cubic metres per capita","0","Units",,,615.1722,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,586.4708,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2006","2006","M3CAP","Cubic metres per capita","0","Units",,,605.3997,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2007","2007","M3CAP","Cubic metres per capita","0","Units",,,578.811,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,569.2496,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,552.9686,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,547.447,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,480.9371,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,478.2367,,
"BEL","Belgium","WATER_FWCAP","Total freshwater abstraction per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,433.0391,,
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","1995","1995","PC","Percentage","0","Units",,,41.37761,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2000","2000","PC","Percentage","0","Units",,,37.80781,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2001","2001","PC","Percentage","0","Units",,,35.09247,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2002","2002","PC","Percentage","0","Units",,,33.80526,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2003","2003","PC","Percentage","0","Units",,,33.4417,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2004","2004","PC","Percentage","0","Units",,,32.34373,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2005","2005","PC","Percentage","0","Units",,,31.03115,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2006","2006","PC","Percentage","0","Units",,,32.25346,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2007","2007","PC","Percentage","0","Units",,,31.06419,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2008","2008","PC","Percentage","0","Units",,,30.78332,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2009","2009","PC","Percentage","0","Units",,,30.12793,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2010","2010","PC","Percentage","0","Units",,,30.04254,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2011","2011","PC","Percentage","0","Units",,,26.57202,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2012","2012","PC","Percentage","0","Units",,,26.59188,"E","Estimated value"
"BEL","Belgium","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2013","2013","PC","Percentage","0","Units",,,24.22636,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","1995","1995","PC","Percentage","0","Units",,,66.90841,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2000","2000","PC","Percentage","0","Units",,,61.13598,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2001","2001","PC","Percentage","0","Units",,,56.74522,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2002","2002","PC","Percentage","0","Units",,,54.66378,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2003","2003","PC","Percentage","0","Units",,,54.07589,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2004","2004","PC","Percentage","0","Units",,,52.30045,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2005","2005","PC","Percentage","0","Units",,,50.17798,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2006","2006","PC","Percentage","0","Units",,,52.15448,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2007","2007","PC","Percentage","0","Units",,,50.2314,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2008","2008","PC","Percentage","0","Units",,,49.77724,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2009","2009","PC","Percentage","0","Units",,,48.71745,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2010","2010","PC","Percentage","0","Units",,,48.57938,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2011","2011","PC","Percentage","0","Units",,,42.96747,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2012","2012","PC","Percentage","0","Units",,,42.9996,"E","Estimated value"
"BEL","Belgium","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2013","2013","PC","Percentage","0","Units",,,39.1745,"E","Estimated value"
"BEL","Belgium","WLIFE_MA","Threatened mammal species, % total known species","2015","2015","PC","Percentage","0","Units",,,21.429,,
"BEL","Belgium","WLIFE_BI","Threatened bird species, % total known species","2015","2015","PC","Percentage","0","Units",,,27.778,,
"BEL","Belgium","WLIFE_PL","Threatened vascular plant species, % total known species","2015","2015","PC","Percentage","0","Units",,,23.267,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,1610.975,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,1239.663,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","2007","2007","M3CAP","Cubic metres per capita","0","Units",,,1194.848,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,932.6238,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,965.1659,,
"CAN","Canada","WATER_FWCAP","Total freshwater abstraction per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,1016.871,,
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","1995","1995","PC","Percentage","0","Units",,,1.341,"E","Estimated value"
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2005","2005","PC","Percentage","0","Units",,,1.13598,"E","Estimated value"
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2007","2007","PC","Percentage","0","Units",,,1.11973,"E","Estimated value"
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2009","2009","PC","Percentage","0","Units",,,0.89437,"E","Estimated value"
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2011","2011","PC","Percentage","0","Units",,,0.94609,"E","Estimated value"
"CAN","Canada","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2013","2013","PC","Percentage","0","Units",,,1.01746,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","1995","1995","PC","Percentage","0","Units",,,1.36089,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2005","2005","PC","Percentage","0","Units",,,1.15283,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2007","2007","PC","Percentage","0","Units",,,1.13634,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2009","2009","PC","Percentage","0","Units",,,0.90764,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2011","2011","PC","Percentage","0","Units",,,0.96012,"E","Estimated value"
"CAN","Canada","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2013","2013","PC","Percentage","0","Units",,,1.03255,"E","Estimated value"
"CAN","Canada","WLIFE_MA","Threatened mammal species, % total known species","2015","2015","PC","Percentage","0","Units",,,24.88,,
"CAN","Canada","WLIFE_BI","Threatened bird species, % total known species","2015","2015","PC","Percentage","0","Units",,,19.089,,
"CAN","Canada","WLIFE_PL","Threatened vascular plant species, % total known species","2015","2015","PC","Percentage","0","Units",,,21.367,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,350.3569,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,264.8271,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,186.4019,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2001","2001","M3CAP","Cubic metres per capita","0","Units",,,179.015,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2002","2002","M3CAP","Cubic metres per capita","0","Units",,,186.1216,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2003","2003","M3CAP","Cubic metres per capita","0","Units",,,206.664,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2004","2004","M3CAP","Cubic metres per capita","0","Units",,,198.0558,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,189.9948,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2006","2006","M3CAP","Cubic metres per capita","0","Units",,,187.9924,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2007","2007","M3CAP","Cubic metres per capita","0","Units",,,190.2171,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,190.7175,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,185.7565,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,185.0747,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,178.4512,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,173.8021,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,155.7415,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,155.682,,
"CZE","Czech Republic","WATER_FWCAP","Total freshwater abstraction per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,151.1822,,
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","1990","1990","PC","Percentage","0","Units",,,22.67697,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","1995","1995","PC","Percentage","0","Units",,,17.16968,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2000","2000","PC","Percentage","0","Units",,,12.00476,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2001","2001","PC","Percentage","0","Units",,,11.50842,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2002","2002","PC","Percentage","0","Units",,,11.94342,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2003","2003","PC","Percentage","0","Units",,,13.2446,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2004","2004","PC","Percentage","0","Units",,,12.69325,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2005","2005","PC","Percentage","0","Units",,,12.19879,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2006","2006","PC","Percentage","0","Units",,,12.11742,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2007","2007","PC","Percentage","0","Units",,,12.33022,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2008","2008","PC","Percentage","0","Units",,,12.44289,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2009","2009","PC","Percentage","0","Units",,,12.19253,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2010","2010","PC","Percentage","0","Units",,,12.20504,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2011","2011","PC","Percentage","0","Units",,,11.80447,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2012","2012","PC","Percentage","0","Units",,,11.51655,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2013","2013","PC","Percentage","0","Units",,,10.32735,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2014","2014","PC","Percentage","0","Units",,,10.32735,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TR","Water stress, total freshwater abstraction as % total available renewable resources","2015","2015","PC","Percentage","0","Units",,,10.0338,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","1990","1990","PC","Percentage","0","Units",,,23.7783,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","1995","1995","PC","Percentage","0","Units",,,18.00354,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2000","2000","PC","Percentage","0","Units",,,12.58778,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2001","2001","PC","Percentage","0","Units",,,12.06734,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2002","2002","PC","Percentage","0","Units",,,12.52346,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2003","2003","PC","Percentage","0","Units",,,13.88784,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2004","2004","PC","Percentage","0","Units",,,13.30971,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2005","2005","PC","Percentage","0","Units",,,12.79123,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2006","2006","PC","Percentage","0","Units",,,12.70591,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2007","2007","PC","Percentage","0","Units",,,12.92905,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2008","2008","PC","Percentage","0","Units",,,13.04719,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2009","2009","PC","Percentage","0","Units",,,12.78467,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2010","2010","PC","Percentage","0","Units",,,12.79779,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2011","2011","PC","Percentage","0","Units",,,12.37776,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2012","2012","PC","Percentage","0","Units",,,12.07587,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2013","2013","PC","Percentage","0","Units",,,10.8289,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2014","2014","PC","Percentage","0","Units",,,10.8289,"E","Estimated value"
"CZE","Czech Republic","WATER_FW_TIRR","Water stress, total freshwater abstraction as % total internal renewable resources","2015","2015","PC","Percentage","0","Units",,,10.5211,"E","Estimated value"
"CZE","Czech Republic","WLIFE_MA","Threatened mammal species, % total known species","2015","2015","PC","Percentage","0","Units",,,18.681,,
"CZE","Czech Republic","WLIFE_BI","Threatened bird species, % total known species","2015","2015","PC","Percentage","0","Units",,,52.381,,
"CZE","Czech Republic","WLIFE_PL","Threatened vascular plant species, % total known species","2015","2015","PC","Percentage","0","Units",,,33.033,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,245.2775,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,161.4844,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,129.7182,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2001","2001","M3CAP","Cubic metres per capita","0","Units",,,125.2262,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2002","2002","M3CAP","Cubic metres per capita","0","Units",,,121.8675,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2003","2003","M3CAP","Cubic metres per capita","0","Units",,,118.6048,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2004","2004","M3CAP","Cubic metres per capita","0","Units",,,124.8232,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,118.3614,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2006","2006","M3CAP","Cubic metres per capita","0","Units",,,123.7679,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2007","2007","M3CAP","Cubic metres per capita","0","Units",,,103.3738,,
"DNK","Denmark","WATER_FWCAP","Total freshwater abstraction per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,126.1779,,
