,ID,Species,Common_name,Country,Region,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
1874,2679,mollissima,Common eider,Norway,Europe,59.2,10.48944,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,42.0,15.0,,31.0,,,26.0,,,,,,,,,,,,,,,,
1875,2680,mollissima,Common eider,Norway,Europe,59.11666999999999,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,37.0,,,,,,,,,,,,,,,,,,
1876,2681,mollissima,Common eider,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,14.0,25.0,42.0,14.0,,,11.0,,,,,,,,,,,,,,,,
1877,2682,mollissima,Common eider,Norway,Europe,59.172219999999996,10.57778,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,274.0,190.0,,57.0,175.0,,218.0,30.0,56.0,,,,,,,,,,,,,,,
1878,2683,mollissima,Common eider,Norway,Europe,59.11666999999999,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,50.0,,,,,,,,,70.0,,,,,,,,,,,,,,,
1879,2684,mollissima,Common eider,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,35.0,,51.0,22.0,15.0,,,,,,,,,,,,,,,
1880,2685,hirundo,Common tern,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31.0,30.9,30.7,30.6,30.4,30.3,30.1,30.0,,,,,,,,,,,,,,,,,
1881,2686,hirundo,Common tern,Norway,Europe,59.11666999999999,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,18.2,24.5,33.0,44.5,60.0,53.3,47.3,42.0,37.3,33.2,29.5,26.2,23.2,20.6,18.3,16.3,14.5,12.9,11.4,10.1,9.0,8.0,140.0,2.0,16.0,6.0,10.0,30.0,25.0,35.0,26.0,,,,,,,,,,,,,,,
1882,2687,hirundo,Common tern,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,42.2,35.6,30.0,25.3,21.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,2688,hirundo,Common tern,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,12.3,15.0,18.4,22.6,27.7,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,2689,hirundo,Common tern,Norway,Europe,59.176109999999994,10.59417,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,11.2,11.8,12.4,13.1,13.9,14.6,15.5,16.3,17.2,18.2,19.2,20.3,21.4,22.6,23.9,25.2,26.7,28.1,29.7,31.4,33.1,35.0,32.6,30.4,28.4,26.5,24.7,23.0,,,,,,,,,,,,,,,,,,
1885,2690,hirundo,Common tern,Norway,Europe,59.11666999999999,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,32.7,33.0,33.2,33.5,33.7,34.0,,,,,,,,,,,,,,,,,,
1886,2691,hirundo,Common tern,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,27.0,29.9,33.1,36.7,40.6,45.0,38.2,32.4,27.5,23.4,19.8,16.8,14.3,12.1,10.3,8.7,7.4,6.3,5.3,4.5,3.9,3.3,2.8,2.4,2.0,2.0,33.0,30.1,27.4,25.0,,,,,,,,,,,,,,,,
1887,2692,hirundo,Common tern,Norway,Europe,59.172219999999996,10.57778,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,20.1,20.1,20.2,20.2,20.2,20.3,20.3,20.4,20.4,20.4,20.5,20.5,20.6,20.6,20.6,20.7,20.7,20.8,20.8,20.8,20.9,20.9,21.0,21.0,9.2,4.0,3.5,3.0,2.4,2.0,,,,,,,,,,,,,,,,
1888,2693,hirundo,Common tern,Norway,Europe,59.11666999999999,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11.0,12.4,13.9,15.7,17.7,19.9,22.4,25.2,28.4,32.0,,,,,,,,,,,,,,,
1889,2694,hirundo,Common tern,Norway,Europe,59.2,10.4,Marine,Number of observed birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,15.0,15.3,15.6,16.0,16.3,16.6,17.0,,,,,,,,,,,,,,,,,,
2323,3252,albifrons,Greater white-fronted goose / White-fronted goose,Mexico,Latin America and Caribbean,23.0,-102.0,Terrestrial,Individuals,,,,,,,,,,,,820.0,500.0,690.0,650.0,1620.0,390.0,660.0,700.0,670.0,2360.0,1200.0,1740.0,1070.0,1120.0,2270.0,7870.0,3490.0,1930.0,1460.0,1390.0,3010.0,2540.0,1770.0,830.0,590.0,,,1540.0,,,4690.0,,,1170.0,,,1400.0,,,430.0,,,,,,,,,,,,,,,
2324,3254,albifrons,Greater white-fronted goose / White-fronted goose,United States,North America,60.869719999999994,-161.65694,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,300000.0,500000.0,500000.0,450000.0,300000.0,350000.0,400000.0,325000.0,200000.0,200000.0,150000.0,100000.0,120000.0,95000.0,115000.0,90000.0,125000.0,85000.0,115000.0,100000.0,100000.0,105000.0,150000.0,175000.0,225000.0,240000.0,230000.0,225000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,
2325,3255,canagicus,Emperor goose,United States,North America,60.869719999999994,-161.65694,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000.0,90000.0,101000.0,79000.0,75000.0,83000.0,60000.0,67000.0,65000.0,77000.0,70000.0,112500.0,70000.0,82500.0,71250.0,,,,,,,,,,,,,,,,,,,,,,
2326,3260,bernicla,Light-bellied brent goose / Dark-bellied brent goose,United States,North America,60.869719999999994,-161.65694,Terrestrial,Number of individuals,,,,,,,,,,,,,,,170000.0,160000.0,185000.0,155000.0,145000.0,140000.0,150000.0,125000.0,125000.0,135000.0,120000.0,170000.0,150000.0,160000.0,130000.0,145000.0,195000.0,185000.0,120000.0,170000.0,165000.0,125000.0,130000.0,150000.0,140000.0,150000.0,125000.0,125000.0,105000.0,140000.0,,,,,,,,,,,,,,,,,,,,,,
2327,3263,canadensis,Canada goose,Mexico,Latin America and Caribbean,23.0,-102.0,Terrestrial,Individuals,,,,,,,,,,,,15280.0,17740.0,39840.0,7980.0,28630.0,26290.0,18670.0,18940.0,20130.0,20940.0,26550.0,20850.0,34600.0,40090.0,49280.0,55520.0,59960.0,27730.0,14830.0,18590.0,21870.0,105630.0,70570.0,67160.0,74590.0,,,16730.0,,,8250.0,,,35140.0,,,16320.0,,,22060.0,,,,,,,,,,,,,,,
2328,3264,canadensis,Canada goose,United States,North America,52.096940000000004,-173.50056,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,1000.0,1200.0,1200.0,1200.0,1400.0,2000.0,2500.0,2500.0,3000.0,4000.0,4200.0,4800.0,5400.0,5800.0,5400.0,7000.0,8000.0,9400.0,,,,,,,,,,,,,,,,,,,,,,
2329,3265,canadensis,Canada goose,United States,North America,42.068329999999996,-122.08028,Terrestrial,Number of individuals,,,,8000.0,10500.0,10000.0,11500.0,15000.0,17500.0,10000.0,24000.0,19000.0,17000.0,17000.0,16000.0,18000.0,17000.0,21000.0,19500.0,19000.0,19000.0,19500.0,18000.0,16000.0,18000.0,26000.0,23000.0,24000.0,24000.0,25500.0,22000.0,23500.0,18000.0,17000.0,10000.0,7000.0,12000.0,13000.0,12000.0,11500.0,11000.0,13000.0,15000.0,17000.0,,,,,,,,,,,,,,,,,,,,,,
2336,3328,californianus,California condor,United States,North America,35.0,-117.83333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,16.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,
2337,3342,icterotis,Yellow-eared parrot,Colombia,Latin America and Caribbean,4.66667,-75.31667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,100.0,147.0,276.0,,,,,,,,,,,,,
2342,3405,americanus,Moose,United States,North America,48.00889,-88.8675,Terrestrial,Individuals,,,,,,,,,,530.0,562.0,625.0,656.0,687.0,750.0,781.0,812.0,900.0,1030.0,1250.0,1312.0,1437.0,1562.0,1500.0,1562.0,1437.0,1375.0,1218.0,1062.0,1100.0,1000.0,900.0,885.0,830.0,800.0,1062.0,1030.0,1375.0,1635.0,1375.0,1218.0,1312.0,1562.0,1875.0,1750.0,3625.0,1187.0,500.0,700.0,,,,,,,,,,,,,,,,,
2346,3409,americana,Pronghorn,United States,North America,44.57472,-110.51666999999999,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,225.0,,,231.0,204.0,,,,,,,,,,,,,,,,
2347,3410,bison,American bison / Wood bison / Plains bison,United States,North America,44.66667,-110.46667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,500.0,550.0,700.0,710.0,900.0,900.0,900.0,1100.0,1300.0,1500.0,1750.0,2100.0,1650.0,1650.0,1650.0,1900.0,2100.0,2400.0,2400.0,2200.0,2700.0,2700.0,3100.0,3000.0,3600.0,3400.0,3000.0,1650.0,,,,,,,,,,,,,,,,,,
2358,3422,lupus,Grey wolf / Gray wolf,United States,North America,39.83333,-98.58333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,70.0,,77.5,,,,,,,,,,,,,,,,
2359,3423,elaphus,Red deer / Elk,United States,North America,41.41667,-78.56667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,205.0,224.0,254.0,,312.0,,480.0,566.0,622.0,,552.0,,,,,,,,,,,,
2360,3424,elaphus,Red deer / Elk,United States,North America,43.64667,-84.815,Terrestrial,Number of individuals,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,200.0,,,,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,850.0,,,,,,,,,
2361,3425,elaphus,Red deer / Elk,United States,North America,46.852779999999996,-121.76028000000001,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,974.0,912.0,818.0,836.0,1236.0,1356.0,994.0,1108.0,814.0,986.0,782.0,574.0,660.0,576.0,540.0,506.0,,,,,,,,,,,,,,
2363,3427,concolor,Mountain lion / Puma / Cougar,United States,North America,35.0,-117.83333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,
2367,3431,vancouverensis,Vancouver island marmot,Canada,North America,49.66667,-125.83333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,105.0,130.0,125.0,150.0,140.0,115.0,125.0,170.0,195.0,180.0,190.0,145.0,140.0,130.0,95.0,90.0,80.0,65.0,70.0,55.0,60.0,45.0,40.0,35.0,25.0,30.0,25.0,,,,,,,,,,,,,,,
2368,3433,americana,American marten,Canada,North America,45.56667,-78.6,Terrestrial,Individuals,,,,,,,,,,,,122.0,114.0,108.0,143.0,107.0,151.0,128.0,139.0,228.0,198.0,162.0,210.0,161.0,170.0,103.0,117.0,83.0,118.0,179.0,193.0,151.0,196.0,212.0,174.0,139.0,194.0,209.0,146.0,145.0,177.0,190.0,159.0,,,,,,,,,,,,,,,,,,,,,,,
2369,3434,americana,American marten,Canada,North America,45.0333,-79.3,Terrestrial,Estimated number of individuals,,,,,,,,,,,,,,,,,,,,,,,500.0,720.0,630.0,600.0,560.0,880.0,940.0,1050.0,1000.0,1150.0,1100.0,1125.0,960.0,1450.0,1100.0,900.0,880.0,1000.0,1325.0,1125.0,,,,,,,,,,,,,,,,,,,,,,,,
2381,3446,virginianus,White-tailed deer,United States,North America,43.0,-73.83333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420000.0,1470000.0,1567500.0,1635000.0,1689000.0,1702500.0,1756800.0,1716200.0,1770000.0,1810000.0,,,,,,,,,,,,,,,,,,,,,,,
2384,3451,canadensis,Bighorn sheep / Mountain sheep,United States,North America,36.57833,-118.2925,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,310.0,,,,,,,,,,100.0,110.0,130.0,100.0,,,,,,,,,,,,,,,,,
2385,3452,canadensis,Bighorn sheep / Mountain sheep,United States,North America,35.0,-117.83333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,,,,,,,,,,,,,,,,412.5,,,,,,,,,,,,,,,,,,,,,,
2386,3453,canadensis,Bighorn sheep / Mountain sheep,United States,North America,35.0,-117.83333,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,2910.0,,,,,3215.0,,,,,3620.0,,,,,3825.0,,,,,4130.0,,,,,,,,,,,,,,,,,,,,,,,,,
2397,3468,tarandus,Reindeer / Caribou,United States,North America,63.329719999999995,-150.5,Terrestrial,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.0,2380.0,2515.0,2670.0,3000.0,3250.0,2300.0,2650.0,1850.0,,,,,,,,,,,,,,,,,,,,,,
2398,3469,columbianus,Columbian ground squirrel,Canada,North America,50.61667,-114.65,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,56.0,50.0,45.0,57.0,77.0,46.0,42.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,3477,hudsonicus,Red squirrel,United States,North America,32.69603,-109.86646,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,,,173.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,3478,arctos,Grizzly bear / Brown bear,United States,North America,57.46666999999999,-153.26667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,67.0,47.0,57.0,65.0,63.0,54.0,53.0,61.0,87.0,67.0,72.0,,,,,,,,,,,,,,,,,,,,,,
2409,3481,velox,Swift fox,Canada,North America,49.18,-107.497222,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,25.0,,,87.0,,,,,,,,,,,,,,,,,,,
2410,3482,velox,Swift fox,Canada,North America,55.378330000000005,-109.86333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,130.0,,192.0,,,,,,,,,,,,,,,,,,,
2433,3592,sulphurea,Citron-crested cockatoo,Indonesia,Asia,-10.0,120.0,Terrestrial,Estimated population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,1068.0,,,,,,,,,,,,,
2482,4290,dorsalis,Bigmouth shiner,Canada,North America,49.56111,-99.0975,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,58.0,,,,52.0,58.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,
2509,4318,glacialis,North Atlantic right whale,Canada,North America,53.5,-50.0,Marine,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,
2510,4320,monoceros,Narwhal,Canada,North America,60.0,-88.0,Marine,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,,,,,,,,,,,,,,,,1780.0,,,,,,,,,,,,,,,
2511,4321,tarandus,Reindeer / Caribou,Canada,North America,75.5,-111.5,Terrestrial,Number of individuals,,,,,,,,,,,,12799.0,,,,,,,,,,,2500.0,3500.0,1600.0,,,,,,,,,,,,,729.0,,,,,,,,,,787.0,,,,,,,,,,,,,,,,,,
2513,4323,tarandus,Reindeer / Caribou,Canada,North America,71.0,-110.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512.0,,,,,,,3500.0,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,
2514,4325,bison,American bison / Wood bison / Plains bison,Canada,North America,57.05,-122.86667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,70.0,95.0,130.0,175.0,,,,,,,,,,,,,648.0,,,,,,,,,,,876.0,,,,,,,,,,,,
2538,4364,tarandus,Reindeer / Caribou,Canada,North America,49.51667,-115.76666999999999,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,16.0,,,,,,,,,,,,,
2539,4365,tarandus,Reindeer / Caribou,Canada,North America,49.51667,-115.76666999999999,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,6.0,,,,,,,,,,,,,
2540,4366,tarandus,Reindeer / Caribou,Canada,North America,50.23333,-117.8,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,108.0,,,,,,,,,,,,,
2541,4367,tarandus,Reindeer / Caribou,Canada,North America,51.0,-120.0,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,20.0,,,,,,,,,,,,,
2542,4368,tarandus,Reindeer / Caribou,Canada,North America,51.0,-118.71667,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,4.0,,,,,,,,,,,,,
2543,4369,tarandus,Reindeer / Caribou,Canada,North America,51.0,-118.18333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,38.0,,,,,,,,,,,
2544,4370,tarandus,Reindeer / Caribou,Canada,North America,51.0,-118.18333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,25.0,,,,,,,,,,,
2545,4371,tarandus,Reindeer / Caribou,Canada,North America,52.0,-118.18333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,129.0,,,,,,,,,,,
2546,4372,tarandus,Reindeer / Caribou,Canada,North America,51.95,-118.03333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,14.0,,,,,,,,,,,,,
2547,4373,tarandus,Reindeer / Caribou,Canada,North America,52.0,-118.18333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,20.0,,,,,,,,,,,
2548,4374,tarandus,Reindeer / Caribou,Canada,North America,52.41667,-120.25,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,,,,,,,,,307.0,,,,,,,,,,,
2549,4375,tarandus,Reindeer / Caribou,Canada,North America,53.066669999999995,-121.51666999999999,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,52.0,,,,,,,,,,,
2550,4377,tarandus,Reindeer / Caribou,Canada,North America,53.916669999999996,-122.76666999999999,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,3.0,,,,,,,,,,,,,
2551,4378,tarandus,Reindeer / Caribou,Canada,North America,53.566669999999995,-121.9,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,70.0,,,,,,,,,,,,,
2552,4379,tarandus,Reindeer / Caribou,Canada,North America,53.566669999999995,-121.9,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,316.0,,,,,,,,,,,,,
2553,4380,tarandus,Reindeer / Caribou,Canada,North America,48.95,-57.933330000000005,Terrestrial,Population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,440.0,925.0,624.0,,,,,,,,,,,,,,,,,,
2564,4394,hemionus,Mule deer,Canada,North America,49.2,-117.06667,Terrestrial,Estimated abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0,375.0,350.0,360.0,,,,,,,,,,,,,,,
2565,4395,virginianus,White-tailed deer,Canada,North America,49.2,-117.06667,Terrestrial,Estimated abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0,920.0,900.0,960.0,,,,,,,,,,,,,,,
2594,4427,zibethicus,Muskrat,Canada,North America,57.32639,-106.17166999999999,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,4429,zibethicus,Muskrat,Canada,North America,45.93444,-64.21194,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,4430,zibethicus,Muskrat,Canada,North America,54.0,-72.0,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,4435,zibethicus,Muskrat,Canada,North America,59.88889,-119.88278000000001,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,4438,americana,American marten,Canada,North America,55.5,-60.166669999999996,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,4439,americana,American marten,Canada,North America,55.0,-59.166669999999996,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,4441,americana,American marten,Canada,North America,56.5,-61.75,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,4442,americana,American marten,Canada,North America,57.5,-62.0,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,4443,americana,American marten,Canada,North America,58.083330000000004,-62.5,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,4474,ellipsiprymnus,Waterbuck,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,20.0,,20.0,,,,20.0,,20.0,,,20.0,,,,,20.0,,,,,,16.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,4475,aethiopicus,Desert warthog / Cape warthog,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Number of individuals,,,,,,,,,,0.0,,2.0,,,,6.0,,6.0,,,35.0,,,,,,50.0,,,,,65.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,4519,pyrenaica,Pyrenean chamois,Italy,Europe,42.83333,12.83333,Terrestrial,Number of individuals,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,
2649,4520,insculpta,Wood turtle,Canada,North America,45.1,-72.61667,Freshwater,Estimated population size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,,,,25.6,,,,,,,,,,,,,
2662,4542,insculpta,Wood turtle,Canada,North America,45.5,-78.06667,Freshwater,Number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
2701,4589,bison,American bison / Wood bison / Plains bison,United States,North America,44.66667,-110.46667,Terrestrial,Individuals,,,,,,,,,,,,,,,,,,,,,300.0,210.0,300.0,300.0,280.0,200.0,300.0,400.0,300.0,400.0,350.0,350.0,500.0,400.0,600.0,650.0,700.0,700.0,800.0,700.0,600.0,800.0,600.0,700.0,750.0,800.0,900.0,800.0,,,,,,,,,,,,,,,,,,
2705,4595,pipistrellus,Common pipistrelle,Sweden,Europe,55.65833000000001,13.08333,Terrestrial,Total number of individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,65.0,97.0,30.0,35.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,4598,sandvicensis,Hawaiian goose,United States,North America,19.566670000000002,-155.5,Terrestrial,Individuals,,,,,,,24.0,,22.0,,,,37.0,30.0,9.0,48.0,76.0,54.0,46.0,45.0,114.0,31.0,113.0,11.0,72.0,58.0,50.0,8.0,77.0,39.0,,30.0,29.0,15.0,24.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,4604,leucocephala,White-headed duck,Pakistan,Asia,32.56,72.01971999999999,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,1005.0,,1.0,,102.0,11.0,,470.0,,,,,,,,,,,,620.0,154.0,100.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2714,4605,leucocephala,White-headed duck,Pakistan,Asia,32.55,72.11667,Freshwater,Individuals,,,,,,,,,,,,,,,,,,218.0,,,1.0,161.0,85.0,388.0,,,,,,,,,,734.0,209.0,120.0,325.0,,,,,10.0,144.0,35.0,0.0,14.0,0.0,36.0,3.0,8.0,4.0,5.0,0.0,,,,,,,,,,,,,
2715,4606,leucocephala,White-headed duck,Pakistan,Asia,32.49667,72.0875,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,132.0,56.0,44.0,30.0,,78.0,148.0,37.0,32.0,16.0,9.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,
2716,4607,leucocephala,White-headed duck,Pakistan,Asia,30.883329999999997,73.58333,Freshwater,Individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,31.0,14.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
