True,Country,Year,Population
572,Poland,1996,19175.0
573,Poland,1997,10642.0
574,Poland,1998,18387.0
575,Poland,1999,14877.0
576,Poland,2000,4744.0
577,Poland,2001,15485.0
578,Poland,2002,77397.0
579,Poland,2003,28864.0
580,Poland,2004,44991.0
581,Poland,2005,14090.0
582,Poland,2006,7172.0
583,Poland,2007,645.0
584,Poland,2008,28748.0
585,Portugal,1990,947.0
586,Portugal,1995,1221.0
587,Romania,1990,18.0
588,Romania,1991,5.0
589,Romania,1992,3.0
590,Romania,1993,4.0
591,Romania,1994,75.0
592,Romania,1995,17.0
593,Romania,1996,9.0
594,Romania,1997,12.0
595,Romania,1998,284.0
596,Romania,1999,350.0
597,Romania,2000,520.0
598,Romania,2002,9.0
599,Romania,2003,7.0
600,Romania,2004,9.0
601,Romania,2005,18.0
602,Romania,2006,10.0
603,Romania,2007,6.0
604,Russian Federation,1990,10000.0
605,Russian Federation,1991,389040.0
606,Russian Federation,1992,23243.0
607,Russian Federation,1993,10000.0
608,Russian Federation,1994,146625.0
609,Russian Federation,1995,44630.0
610,Russian Federation,1996,44102.0
611,Russian Federation,1997,42019.0
612,Russian Federation,1998,127375.0
613,Russian Federation,1999,149695.0
614,Russian Federation,2000,12835.0
615,Russian Federation,2001,38885.0
616,Russian Federation,2002,12700.0
617,Russian Federation,2003,12525.0
618,Russian Federation,2004,12525.0
619,Russian Federation,2005,16190.0
620,Russian Federation,2006,18550.0
621,Russian Federation,2007,18882.0
622,Russian Federation,2008,18530.0
623,Russian Federation,2009,21554.0
624,Russian Federation,2010,23125.0
625,Russian Federation,2011,22775.0
626,Senegal,1993,14214.0
627,Senegal,1994,8592.0
628,Senegal,1995,6868.0
629,Senegal,1996,62424.0
630,Senegal,1997,109422.0
631,Senegal,1998,166561.0
632,Serbia,1993,6.0
633,Serbia,1995,6.0
634,Slovenia,1991,3199.0
635,Slovenia,1992,2506.0
636,Slovenia,1993,1500.0
637,Slovenia,1994,807.0
638,Slovenia,1995,261.0
639,Slovenia,1996,739.0
640,Slovenia,1997,892.0
641,Slovenia,1998,2045.0
642,Slovenia,1999,506.0
643,Slovenia,2000,148.0
644,Slovenia,2001,159.0
645,Slovenia,2002,114.0
646,South Africa,1990,107.0
647,South Africa,1992,225.0
648,South Africa,1993,2782.0
649,South Africa,1994,3055.0
650,South Africa,1995,2691.0
651,South Africa,1996,4477.0
652,South Africa,1997,11053.0
653,South Africa,1998,13442.0
654,South Africa,2000,150.0
655,South Africa,2002,65.0
656,South Africa,2003,35.0
657,South Africa,2004,42.0
658,South Africa,2005,11.0
659,South Africa,2007,495.0
660,South Africa,2008,15.0
661,South Africa,2009,7.0
662,Spain,1990,562038.0
663,Spain,1991,644942.0
664,Spain,1992,591510.0
665,Spain,1993,1856987.0
666,Spain,1994,2505844.0
667,Spain,1995,2348655.0
668,Spain,1996,2119477.0
669,Spain,1997,2548621.0
670,Spain,1998,2287577.0
671,Spain,1999,2646631.0
672,Spain,2000,2755396.0
673,Spain,2001,2678261.0
674,Spain,2002,2630708.0
675,Spain,2003,62624.0
676,Spain,2004,68062.0
677,Spain,2005,71702.0
678,Spain,2006,67304.0
679,Spain,2007,69828.0
680,Spain,2008,75531.0
681,Spain,2009,4612.0
682,Spain,2010,6119.0
683,Spain,2011,6197.0
684,Spain,2012,4431.0
685,Sweden,1990,662.0
686,Sweden,1991,3218.0
687,Sweden,1992,4073.0
688,Sweden,1993,817.0
689,Sweden,1994,4802.0
690,Sweden,1995,3078.0
691,Sweden,1996,3655.0
692,Sweden,1997,2633.0
693,Sweden,1998,465.0
694,Sweden,1999,2374.0
695,Sweden,2000,381.0
696,Sweden,2001,372.0
697,Sweden,2002,506.0
698,Sweden,2003,443.0
699,Sweden,2004,912.0
700,Sweden,2005,1637.0
701,Sweden,2006,1792.0
702,Sweden,2007,44.0
703,Sweden,2008,461.0
704,Switzerland,1993,350.0
705,Switzerland,2008,1754.0
706,Switzerland,2011,244.0
707,Syrian Arab Republic,1994,30.0
708,Syrian Arab Republic,1995,35.0
709,Syrian Arab Republic,1996,140.0
710,"Taiwan, Province Of China",1990,150.0
711,"Taiwan, Province Of China",1994,206.0
712,"Taiwan, Province Of China",1995,286.0
713,"Taiwan, Province Of China",1996,1101.0
714,"Taiwan, Province Of China",1997,533.0
715,"Taiwan, Province Of China",1998,703.0
716,"Taiwan, Province Of China",1999,512.0
717,"Taiwan, Province Of China",2000,398.0
718,"Taiwan, Province Of China",2001,427.0
719,"Taiwan, Province Of China",2002,1333.0
720,"Taiwan, Province Of China",2003,580.0
721,"Taiwan, Province Of China",2004,632.0
722,"Taiwan, Province Of China",2005,757.0
723,"Taiwan, Province Of China",2006,826.0
724,"Tanzania, United Republic Of",1990,20589.0
725,"Tanzania, United Republic Of",1993,784.0
726,"Tanzania, United Republic Of",1997,574.0
727,Thailand,1996,54788.0
728,Thailand,1997,59272.0
729,Thailand,1998,40024.0
730,Thailand,1999,42844.0
731,Thailand,2000,105420.0
732,Thailand,2001,90596.0
733,Tunisia,1990,28.0
734,Tunisia,1992,50.0
735,Tunisia,1993,29.0
736,Tunisia,1994,10959.0
737,Tunisia,1995,103.0
738,Tunisia,1996,5141.0
739,Tunisia,1997,368.0
740,Tunisia,1998,6377.0
741,Tunisia,1999,14.0
742,Tunisia,2000,4412.0
743,Tunisia,2001,6346.0
744,Tunisia,2002,6306.0
745,Tunisia,2003,8070.0
746,Tunisia,2004,6270.0
747,Tunisia,2005,7950.0
748,Tunisia,2006,8013.0
749,Tunisia,2007,2840.0
750,Turkey,1990,321920.0
751,Turkey,1991,1960466.0
752,Turkey,1992,1832144.0
753,Turkey,1993,1879705.0
754,Turkey,1994,2290234.0
755,Turkey,1995,2725606.0
756,Turkey,1996,3611127.0
757,Turkey,1997,3105143.0
758,Turkey,1998,3038287.0
759,Turkey,1999,3817374.0
760,Turkey,2000,2531379.0
761,Turkey,2001,289184.0
762,Turkey,2002,220124.0
763,Turkey,2005,5846.0
764,Turkey,2006,11231.0
765,Turkmenistan,1990,182.0
766,Turkmenistan,1991,223.0
767,Turkmenistan,1993,3.0
768,Turkmenistan,1998,820.0
769,Turkmenistan,1999,7.0
770,Turkmenistan,2000,287.0
771,Turkmenistan,2001,476.0
772,Turkmenistan,2002,723.0
773,Uganda,1994,470.0
774,Uganda,1995,1095.0
775,Uganda,1996,4725.0
776,Uganda,1997,147.0
777,Uganda,1998,135.0
778,Uganda,1999,244.0
779,Uganda,2000,496.0
780,Uganda,2001,1851.0
781,Uganda,2002,2120.0
782,Uganda,2003,8752.0
783,Uganda,2004,8841.0
784,Uganda,2005,3370.0
785,Uganda,2006,11202.0
786,Uganda,2007,3090.0
787,Uganda,2008,2995.0
788,Uganda,2009,3067.0
789,Ukraine,1991,6000.0
790,Ukraine,1992,832.0
791,Ukraine,1993,15.0
792,Ukraine,1994,764.0
793,Ukraine,1995,1.0
794,Ukraine,1996,9.0
795,Ukraine,1997,3.0
796,Ukraine,1998,1.0
797,Ukraine,2001,4110.0
798,Ukraine,2004,5630.0
799,Ukraine,2005,23300.0
800,Ukraine,2007,12660.0
801,United Kingdom,1990,360590.0
802,United Kingdom,1991,329863.0
803,United Kingdom,1992,339893.0
804,United Kingdom,1993,336153.0
805,United Kingdom,1994,340870.0
806,United Kingdom,1995,290350.0
807,United Kingdom,1996,245349.0
808,United Kingdom,1997,262807.0
809,United Kingdom,1998,256797.0
810,United Kingdom,1999,284709.0
811,United Kingdom,2000,269261.0
812,United Kingdom,2001,292097.0
813,United Kingdom,2002,256261.0
814,United Kingdom,2003,453.0
815,United States,1990,640153.0
816,United States,1991,1136138.0
817,United States,1992,1171761.0
818,United States,1993,839301.0
819,United States,1994,1813675.0
820,United States,1995,2916339.0
821,United States,1996,2739657.0
822,United States,1997,1714602.0
823,United States,1998,1216921.0
824,United States,1999,1086994.0
825,United States,2000,641052.0
826,United States,2001,1196766.0
827,United States,2002,1743126.0
828,United States,2003,1648439.0
829,United States,2004,1902818.0
830,United States,2005,5003736.0
831,United States,2006,1759204.0
832,United States,2007,1168043.0
833,United States,2008,670399.0
834,United States,2009,358220.0
835,United States,2010,211175.0
836,Uzbekistan,2000,1986.0
837,Uzbekistan,2001,1149.0
838,Uzbekistan,2002,7.0
839,"Venezuela, Bolivarian Republic Of",1994,12.0
840,"Venezuela, Bolivarian Republic Of",2006,9.0
841,"Venezuela, Bolivarian Republic Of",2009,7.0
842,Viet Nam,1990,62.0
843,Viet Nam,1994,25.0
844,Viet Nam,1995,23.0
845,Viet Nam,1996,75.0
846,Viet Nam,1998,59.0
847,Viet Nam,2001,47.0
848,Viet Nam,2004,15.0
849,Viet Nam,2005,56.0
850,Viet Nam,2006,74.0
851,Zambia,1990,38578.0
852,Zambia,1991,32348.0
853,Zambia,1992,5500.0
854,Zambia,1993,5353.0
855,Zambia,1994,6449.0
856,Zambia,1995,5886.0
857,Zambia,1996,19925.0
858,Zambia,1997,5330.0
859,Zambia,1998,5749.0
860,Zambia,1999,5189.0
861,Zambia,2000,5938.0
862,Zambia,2001,6169.0
863,Zambia,2002,14272.0
864,Zambia,2004,6350.0
865,Zambia,2005,6130.0
866,Zambia,2006,6369.0
867,Zambia,2008,6318.0
868,Zambia,2009,6331.0
869,Zambia,2010,6150.0
870,Zambia,2011,6738.0
871,Zambia,2012,6777.0
872,Zimbabwe,1996,1162.0
873,Zimbabwe,1997,1087.0
874,Zimbabwe,1998,1297.0
875,Zimbabwe,1999,34.0
876,Zimbabwe,2000,15.0
877,Zimbabwe,2001,19.0
878,Zimbabwe,2002,41.0
879,Zimbabwe,2003,36.0
880,Zimbabwe,2004,53.0
881,Zimbabwe,2005,60.0
882,Zimbabwe,2006,53.0
